Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
Metamodels, 8, 16, 2.0, 1.0, RED
SimpleParse, 8, 16, 2.0, 1.0, RED
Solvers, 8, 16, 2.0, 1.0, RED
System, 8, 16, 2.0, 1.0, RED
antlr4-python3-runtime, 8, 16, 2.0, 1.0, RED
pipdeptree, 8, 16, 2.0, 1.0, RED
pkg-resources, 9, 18, 2.0, 1.0, RED
pycosat, 8, 16, 2.0, 1.0, RED
pycryptosat, 8, 16, 2.0, 1.0, RED
pyglucose, 8, 16, 2.0, 1.0, RED
pylgl, 8, 16, 2.0, 1.0, RED
python-sat, 8, 16, 2.0, 1.0, RED
satyrn, 8, 16, 2.0, 1.0, RED
wheel, 9, 18, 2.0, 1.0, RED
