Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
DeadFeatures, 6, 12, 2.0, 1.0, RED
ErrorDetection, 6, 11, 1.83, 0.33, GREEN
ErrorDiagnosis, 6, 12, 2.0, 1.0, RED
Metamodels, 5, 10, 2.0, 1.0, RED
SimpleParse, 6, 12, 2.0, 1.0, RED
Solvers, 6, 12, 2.0, 1.0, RED
System, 5, 10, 2.0, 1.0, RED
Utils, 6, 12, 2.0, 1.0, RED
antlr4-python3-runtime, 6, 12, 2.0, 1.0, RED
ebnf, 6, 12, 2.0, 1.0, RED
pipdeptree, 6, 12, 2.0, 1.0, RED
pkg-resources, 6, 12, 2.0, 1.0, RED
pycosat, 4, 7, 1.75, 0.0, BLUE
pycryptosat, 5, 10, 2.0, 1.0, RED
pyglucose, 5, 10, 2.0, 1.0, RED
pylgl, 5, 10, 2.0, 1.0, RED
python-sat, 5, 10, 2.0, 1.0, RED
satyrn, 5, 10, 2.0, 1.0, RED
setuptools, 5, 9, 1.8, 0.2, GREEN
wheel, 6, 12, 2.0, 1.0, RED
