Step, Decisions, Simulations, Evaluations, Positive Evaluations, Tree Size, Time (s), Choice
0, 0, 100, 45, 45, 0, 0.03912687301635742, AAFMFramework
1, 0, 100, 20, 65, 0, 0.03616476058959961, System
2, 0, 100, 3, 68, 0, 0.01876521110534668, Packages
3, 0, 100, 10, 78, 0, 0.028455018997192383, Linux
4, 0, 100, 5, 83, 0, 0.01583719253540039, Solvers
5, 0, 100, 8, 91, 0, 0.025304079055786133, pyglucose
6, 0, 100, 2, 93, 0, 0.018825292587280273, pyPicosat
7, 0, 100, 0, 93, 0, 0.012608051300048828, pycosat
8, 0, 100, 0, 93, 0, 0.011142730712890625, Glucose
