Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
Packages, 4, -2, -0.5, 0.0, BLUE
Solvers, 192, 166, 0.86, 1.0, RED
System, 4, -2, -0.5, 0.0, BLUE
