Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
Glucose, 86, 86, 1.0, 1.0, RED
MiniSAT, 87, 87, 1.0, 1.0, RED
PicoSAT, 86, 86, 1.0, 1.0, RED
