Iterations, Runs, Valid Configs, Invalid configs, Features min, Features max, Features median, Features mean, Features std, Rewards min, Rewards max, Rewards median, Rewards mean, Rewards std, Nodes min, Nodes max, Nodes median, Nodes mean, Nodes std, Times min, Times max, Times median, Times mean, Times std, Simulations min, Simulations max, Simulations median, Simulations mean, Simulations std
1, 30, 8, 0, 4, 62, 59.5, 51.233333333333334, 19.40437798687377, -1.0, 36.0, 5.0, 6.3, 7.759976892962397, 8, 123, 119.0, 102.23333333333333, 38.67787689260542, 0.048369646072387695, 0.8508307933807373, 0.7215498685836792, 0.633255950609843, 0.23847838723882295,  4, 62, 59.5, 51.233333333333334, 19.40437798687377
5, 30, 8, 0, 7, 62, 50.5, 48.93333333333333, 11.673528359832604, -1.0, 74.0, 18.5, 23.4, 17.91089054179049, 42, 359, 303.0, 292.76666666666665, 69.19621443369589, 0.32637619972229004, 2.447378396987915, 2.0896403789520264, 1.9644375244776409, 0.4331986909736458,  35, 310, 252.5, 244.66666666666666, 58.367641799163025
10, 30, 8, 0, 18, 60, 47.0, 43, 13.01193086469438, 6.0, 88.0, 32.0, 36.166666666666664, 22.351553727268904, 198, 642, 517.0, 472.26666666666665, 142.19727271581579, 1.3885881900787354, 4.429360866546631, 3.5004125833511353, 3.189652506510417, 0.9489577117312273,  180, 600, 470.0, 430, 130.11930864694378
25, 30, 8, 0, 16, 57, 35.0, 35.53333333333333, 11.781731426335385, 9.0, 78.0, 46.5, 46.36666666666667, 18.76071341436919, 416, 1456, 910.0, 922.7333333333333, 304.2918215195377, 3.0126681327819824, 10.287406921386719, 5.967068910598755, 6.267000023523966, 2.1787144685750244,  400, 1425, 875.0, 888.3333333333334, 294.54328565838466
