Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
Solvers, 1, 1, 1.0, 1.0, RED
System, 386, 386, 1.0, 1.0, RED
pycosat, 1, 1, 1.0, 1.0, RED
pyglucose, 1, 1, 1.0, 1.0, RED
python-sat, 1, 1, 1.0, 1.0, RED
