Iterations, Runs, Valid Configs, Invalid configs, Features min, Features max, Features median, Features mean, Features std, Rewards min, Rewards max, Rewards median, Rewards mean, Rewards std, Nodes min, Nodes max, Nodes median, Nodes mean, Nodes std, Times min, Times max, Times median, Times mean, Times std
1, 30, 7, 0, 4, 62, 59.0, 48.766666666666666, 21.224064632869688, -1.0, 59.0, 4.0, 13.9, 21.451388509034032, 8, 123, 118.0, 97.33333333333333, 42.32088693853625, 0.039438486099243164, 0.8534791469573975, 0.7446960210800171, 0.629391876856486, 0.2735967579703242
10, 30, 7, 0, 4, 56, 5.5, 15.766666666666667, 17.729156452176376, 7.0, 59.0, 57.5, 47.233333333333334, 17.729156452176372, 44, 616, 60.5, 173.43333333333334, 195.02072097394012, 0.26844334602355957, 4.694653749465942, 0.39558470249176025, 1.2830288728078207, 1.4730647501633705
25, 30, 7, 0, 4, 35, 4.0, 9.233333333333333, 8.985364856765438, 28.0, 59.0, 59.0, 53.766666666666666, 8.98536485676544, 104, 910, 104.0, 240.06666666666666, 233.61948627590144, 0.6394929885864258, 8.412368297576904, 0.7690774202346802, 1.9152958234151205, 2.0944798202403385
50, 30, 7, 0, 4, 48, 11.5, 13.533333333333333, 11.352451758080289, 15.0, 59.0, 51.5, 49.46666666666667, 11.352451758080289, 204, 2448, 586.5, 690.2, 578.9750396620947, 1.4176294803619385, 34.87950587272644, 5.000328898429871, 7.122505076726278, 7.938034841064321
75, 30, 7, 0, 4, 39, 4.0, 9.166666666666666, 8.590625738251704, 24.0, 59.0, 59.0, 53.833333333333336, 8.590625738251704, 304, 2964, 304.0, 696.6666666666666, 652.8875561071296, 2.1701810359954834, 42.84506583213806, 2.7107090950012207, 8.219882027308147, 9.680201647214819
100, 30, 7, 0, 4, 24, 6.5, 9.1, 6.177545545402093, 39.0, 59.0, 56.5, 53.9, 6.177545545402093, 404, 2424, 656.5, 919.1, 623.9321000856114, 3.3761603832244873, 62.79343318939209, 8.492286920547485, 15.567075618108113, 16.77837076741969
