Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 25, 0.775968074798584, 4, True, 59, 104, ['System', 'AAFMFramework', 'Metamodels', 'Win']
2, UCTAlgorithm, 25, 0.7043328285217285, 4, True, 59, 104, ['System', 'Metamodels', 'AAFMFramework', 'Win']
3, UCTAlgorithm, 25, 1.2924702167510986, 6, True, 57, 156, ['AAFMFramework', 'FeatureModel', 'Win', 'CNFModel', 'System', 'Metamodels']
4, UCTAlgorithm, 25, 8.412368297576904, 35, True, 28, 910, ['SimpleParse', 'six', 'satyrn', 'pydepqbf', 'CNFModel', 'Packages', 'wheel', 'pkg-resources', 'pyPicosat', 'AAFMFramework', 'pip', 'pipdeptree', 'ParserTechnology', 'System', 'python-sat', 'Linux', 'FeatureIDE', 'setuptools', 'pycosat', 'DepMng', 'Metamodels', 'ebnf', 'pylgl', 'satispy', 'Utils', 'FeatureModel', 'APISolvers', 'pyglucose', 'UVL', 'pycryptosat', 'lark-parser', 'antlr4-python3-runtime', 'Interoperability', 'pybind11', 'umo']
5, UCTAlgorithm, 25, 0.6846463680267334, 4, True, 59, 104, ['System', 'Win', 'AAFMFramework', 'Metamodels']
6, UCTAlgorithm, 25, 5.811439037322998, 27, True, 36, 702, ['wheel', 'pycryptosat', 'pyPicosat', 'satispy', 'pybind11', 'antlr4-python3-runtime', 'satyrn', 'setuptools', 'System', 'Utils', 'pydepqbf', 'ParserTechnology', 'pipdeptree', 'DepMng', 'Packages', 'AAFMFramework', 'pylgl', 'pkg-resources', 'six', 'SimpleParse', 'Metamodels', 'Linux', 'APISolvers', 'umo', 'python-sat', 'pip', 'pycosat']
7, UCTAlgorithm, 25, 0.9613595008850098, 5, True, 58, 130, ['AAFMFramework', 'System', 'Win', 'DecisionModel', 'Metamodels']
8, UCTAlgorithm, 25, 0.6932101249694824, 4, True, 59, 104, ['System', 'Win', 'AAFMFramework', 'Metamodels']
9, UCTAlgorithm, 25, 0.7318403720855713, 4, True, 59, 104, ['Metamodels', 'AAFMFramework', 'System', 'Win']
10, UCTAlgorithm, 25, 1.2937896251678467, 6, True, 57, 156, ['AAFMFramework', 'Metamodels', 'FeatureModel', 'System', 'Win', 'DecisionModel']
11, UCTAlgorithm, 25, 0.7621867656707764, 4, True, 59, 104, ['AAFMFramework', 'Metamodels', 'System', 'Win']
12, UCTAlgorithm, 25, 2.283149480819702, 12, True, 51, 312, ['Linux', 'pkg-resources', 'Packages', 'DepMng', 'pip', 'lark-parser', 'System', 'ParserTechnology', 'setuptools', 'Metamodels', 'SimpleParse', 'AAFMFramework']
