Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 25, 0.775968074798584, 4, True, 59, 104, ['System', 'AAFMFramework', 'Metamodels', 'Win']
13, UCTAlgorithm, 25, 4.931329965591431, 23, True, 40, 598, ['SimpleParse', 'wheel', 'pybind11', 'Utils', 'antlr4-python3-runtime', 'APISolvers', 'lark-parser', 'six', 'System', 'Win', 'Packages', 'ParserTechnology', 'DepMng', 'python-sat', 'pycosat', 'pip', 'satyrn', 'ebnf', 'AAFMFramework', 'satispy', 'CNFModel', 'setuptools', 'Metamodels']
14, UCTAlgorithm, 25, 2.6710169315338135, 13, True, 50, 338, ['setuptools', 'System', 'Packages', 'pip', 'pkg-resources', 'AAFMFramework', 'pipdeptree', 'DecisionModel', 'Metamodels', 'DepMng', 'Linux', 'FeatureModel', 'wheel']
15, UCTAlgorithm, 25, 0.7243266105651855, 4, True, 59, 104, ['System', 'Win', 'Metamodels', 'AAFMFramework']
16, UCTAlgorithm, 25, 1.7781212329864502, 8, True, 55, 208, ['FeatureIDE', 'System', 'Interoperability', 'DecisionModel', 'AAFMFramework', 'Metamodels', 'CNFModel', 'Win']
17, UCTAlgorithm, 25, 6.761559009552002, 31, True, 32, 806, ['Metamodels', 'six', 'FeatureIDE', 'Utils', 'Interoperability', 'pkg-resources', 'pyglucose', 'FeatureModel', 'Linux', 'AAFMFramework', 'APISolvers', 'pycryptosat', 'SimpleParse', 'setuptools', 'ParserTechnology', 'pybind11', 'pyPicosat', 'lark-parser', 'python-sat', 'CNFModel', 'pycosat', 'System', 'pydepqbf', 'SPLOT', 'ebnf', 'Packages', 'satyrn', 'pip', 'umo', 'DecisionModel', 'DepMng']
18, UCTAlgorithm, 25, 0.7087595462799072, 4, True, 59, 104, ['System', 'Win', 'Metamodels', 'AAFMFramework']
19, UCTAlgorithm, 25, 0.6916635036468506, 4, True, 59, 104, ['Metamodels', 'AAFMFramework', 'System', 'Win']
20, UCTAlgorithm, 25, 0.6662778854370117, 4, True, 59, 104, ['Win', 'AAFMFramework', 'Metamodels', 'System']
21, UCTAlgorithm, 25, 0.6892602443695068, 4, True, 59, 104, ['AAFMFramework', 'Win', 'System', 'Metamodels']
22, UCTAlgorithm, 25, 0.7219562530517578, 4, True, 59, 104, ['System', 'Win', 'AAFMFramework', 'Metamodels']
23, UCTAlgorithm, 25, 5.027828931808472, 22, True, 41, 572, ['AAFMFramework', 'pip', 'UVL', 'ParserTechnology', 'FeatureIDE', 'SimpleParse', 'umo', 'System', 'Utils', 'Linux', 'Packages', 'Interoperability', 'pkg-resources', 'Metamodels', 'six', 'SPLOT', 'CNFModel', 'DepMng', 'FeatureModel', 'DecisionModel', 'APISolvers', 'setuptools']
24, UCTAlgorithm, 25, 0.6786899566650391, 4, True, 59, 104, ['AAFMFramework', 'Win', 'Metamodels', 'System']
25, UCTAlgorithm, 25, 1.1576542854309082, 6, True, 57, 156, ['AAFMFramework', 'FeatureIDE', 'Interoperability', 'System', 'Win', 'Metamodels']
26, UCTAlgorithm, 25, 0.6394929885864258, 4, True, 59, 104, ['System', 'AAFMFramework', 'Win', 'Metamodels']
27, UCTAlgorithm, 25, 0.6576175689697266, 4, True, 59, 104, ['AAFMFramework', 'Metamodels', 'Win', 'System']
28, UCTAlgorithm, 25, 2.637455463409424, 13, True, 50, 338, ['Packages', 'ParserTechnology', 'pkg-resources', 'antlr4-python3-runtime', 'Metamodels', 'lark-parser', 'setuptools', 'wheel', 'pip', 'System', 'Linux', 'DepMng', 'AAFMFramework']
29, UCTAlgorithm, 25, 1.1836953163146973, 6, True, 57, 156, ['FeatureIDE', 'Metamodels', 'AAFMFramework', 'System', 'Win', 'Interoperability']
30, UCTAlgorithm, 25, 0.7254083156585693, 4, True, 59, 104, ['System', 'AAFMFramework', 'Metamodels', 'Win']
