Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
CNFModel, 7, 14, 2.0, 1.0, RED
DecisionModel, 6, 11, 1.83, 0.67, ORANGE
DepMng, 7, 14, 2.0, 1.0, RED
FeatureIDE, 7, 14, 2.0, 1.0, RED
FeatureModel, 7, 14, 2.0, 1.0, RED
Linux, 7, 14, 2.0, 1.0, RED
Operations, 7, 14, 2.0, 1.0, RED
SPLOT, 7, 14, 2.0, 1.0, RED
SimpleParse, 7, 14, 2.0, 1.0, RED
Solvers, 7, 14, 2.0, 1.0, RED
UVL, 7, 13, 1.86, 0.71, ORANGE
Utils, 7, 14, 2.0, 1.0, RED
antlr4-python3-runtime, 7, 14, 2.0, 1.0, RED
ebnf, 6, 12, 2.0, 1.0, RED
pycryptosat, 2, 3, 1.5, 0.0, BLUE
pydepqbf, 7, 14, 2.0, 1.0, RED
satispy, 2, 3, 1.5, 0.0, BLUE
satyrn, 7, 14, 2.0, 1.0, RED
