Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
CNFModel, 6, 12, 2.0, 1.0, RED
DecisionModel, 6, 11, 1.83, 0.67, ORANGE
DepMng, 6, 12, 2.0, 1.0, RED
FeatureIDE, 3, 5, 1.67, 0.33, GREEN
FeatureModel, 6, 12, 2.0, 1.0, RED
Linux, 5, 10, 2.0, 1.0, RED
Operations, 6, 12, 2.0, 1.0, RED
SPLOT, 6, 12, 2.0, 1.0, RED
SimpleParse, 5, 10, 2.0, 1.0, RED
Solvers, 2, 3, 1.5, 0.0, BLUE
UVL, 6, 12, 2.0, 1.0, RED
Utils, 5, 10, 2.0, 1.0, RED
antlr4-python3-runtime, 5, 10, 2.0, 1.0, RED
ebnf, 5, 10, 2.0, 1.0, RED
pycosat, 6, 12, 2.0, 1.0, RED
pycryptosat, 6, 12, 2.0, 1.0, RED
pydepqbf, 6, 12, 2.0, 1.0, RED
pyglucose, 6, 12, 2.0, 1.0, RED
python-sat, 6, 12, 2.0, 1.0, RED
satispy, 6, 12, 2.0, 1.0, RED
satyrn, 6, 12, 2.0, 1.0, RED
