Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
CNFModel, 5, 10, 2.0, 1.0, RED
DecisionModel, 5, 10, 2.0, 1.0, RED
DepMng, 5, 10, 2.0, 1.0, RED
FeatureIDE, 5, 10, 2.0, 1.0, RED
FeatureModel, 5, 10, 2.0, 1.0, RED
Linux, 5, 10, 2.0, 1.0, RED
Operations, 6, 12, 2.0, 1.0, RED
SPLOT, 5, 10, 2.0, 1.0, RED
SimpleParse, 5, 10, 2.0, 1.0, RED
Solvers, 6, 12, 2.0, 1.0, RED
UVL, 5, 10, 2.0, 1.0, RED
Utils, 5, 10, 2.0, 1.0, RED
antlr4-python3-runtime, 5, 10, 2.0, 1.0, RED
ebnf, 5, 10, 2.0, 1.0, RED
pycosat, 6, 12, 2.0, 1.0, RED
pycryptosat, 6, 12, 2.0, 1.0, RED
pydepqbf, 6, 12, 2.0, 1.0, RED
pyglucose, 6, 12, 2.0, 1.0, RED
satispy, 6, 12, 2.0, 1.0, RED
satyrn, 6, 12, 2.0, 1.0, RED
