Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
APISolvers, 9, 9, 1.0, 1.0, RED
CNFModel, 8, 8, 1.0, 1.0, RED
DecisionModel, 8, 8, 1.0, 1.0, RED
FeatureModel, 8, 8, 1.0, 1.0, RED
Glucose, 8, 8, 1.0, 1.0, RED
Lingeling, 8, 8, 1.0, 1.0, RED
MiniSAT, 8, 8, 1.0, 1.0, RED
Operations, 8, 8, 1.0, 1.0, RED
ParserTechnology, 9, 9, 1.0, 1.0, RED
PicoSAT, 8, 8, 1.0, 1.0, RED
Utils, 9, 9, 1.0, 1.0, RED
pip, 9, 9, 1.0, 1.0, RED
pkg-resources, 8, 8, 1.0, 1.0, RED
setuptools, 8, 8, 1.0, 1.0, RED
wheel, 8, 8, 1.0, 1.0, RED
