Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
APISolvers, 10, 10, 1.0, 1.0, RED
CNFModel, 10, 10, 1.0, 1.0, RED
DecisionModel, 10, 10, 1.0, 1.0, RED
DepMng, 10, 10, 1.0, 1.0, RED
FeatureModel, 10, 10, 1.0, 1.0, RED
Glucose, 10, 10, 1.0, 1.0, RED
Interoperability, 10, 10, 1.0, 1.0, RED
Lingeling, 10, 10, 1.0, 1.0, RED
MiniSAT, 10, 10, 1.0, 1.0, RED
Operations, 10, 10, 1.0, 1.0, RED
ParserTechnology, 10, 10, 1.0, 1.0, RED
PicoSAT, 10, 10, 1.0, 1.0, RED
Utils, 10, 10, 1.0, 1.0, RED
