Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
AutomatedReasoning, 7, 82, 11.71, 0.86, RED
DepMng, 3, 35, 11.67, 0.85, RED
FeatureIDE, 89, 1153, 12.96, 0.97, RED
Metamodels, 246, 3278, 13.33, 1.0, RED
ParserTechnology, 1, 8, 8.0, 0.53, YELLOW
SPLOT, 1, 5, 5.0, 0.26, GREEN
System, 6, 70, 11.67, 0.85, RED
pyPicosat, 9, 107, 11.89, 0.87, RED
pybind11, 1, 7, 7.0, 0.44, YELLOW
pycosat, 3, 35, 11.67, 0.85, RED
pycryptosat, 1, 2, 2.0, 0.0, BLUE
pydepqbf, 1, 9, 9.0, 0.62, ORANGE
pyglucose, 1, 8, 8.0, 0.53, YELLOW
pylgl, 9, 114, 12.67, 0.94, RED
satispy, 2, 22, 11.0, 0.79, ORANGE
satyrn, 15, 191, 12.73, 0.95, RED
six, 5, 60, 12.0, 0.88, RED
umo, 3, 33, 11.0, 0.79, ORANGE
