Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 10, 5.047915697097778, 49, True, 14, 539, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'CNFModel', 'Packages', 'DepMng', 'pip', 'setuptools', 'wheel', 'pipdeptree', 'FeatureModel', 'DecisionModel', 'Interoperability', 'SPLOT', 'APISolvers', 'pyPicosat', 'umo', 'pkg-resources', 'AutomatedReasoning', 'Solvers', 'Glucose-pyglucose', 'pydepqbf', 'pycosat', 'satispy', 'PicoSAT-pyPicosat', 'Glucose-python-sat', 'Lingeling', 'Lingeling-satispy', 'Operations', 'ValidProduct', 'Glucose', 'python-sat', 'AllProducts', 'MiniSAT-python-sat', 'ParserTechnology', 'antlr4-python3-runtime', 'MiniSAT', 'lark-parser', 'MiniSAT-satispy', 'FeatureIDE', 'PicoSAT-pycosat', 'pycryptosat', 'Lingeling-python-sat', 'pyglucose', 'Utils', 'pybind11', 'PicoSAT', 'six']
