Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 25, 8.798174858093262, 37, True, 26, 962, ['AAFMFramework', 'System', 'Linux', 'Metamodels', 'Packages', 'DepMng', 'setuptools', 'pip', 'pipdeptree', 'CNFModel', 'wheel', 'ParserTechnology', 'antlr4-python3-runtime', 'lark-parser', 'Interoperability', 'SPLOT', 'DecisionModel', 'FeatureModel', 'pkg-resources', 'APISolvers', 'satispy', 'pyglucose', 'FeatureIDE', 'pycryptosat', 'UVL', 'pydepqbf', 'ebnf', 'satyrn', 'python-sat', 'pycosat', 'Utils', 'pybind11', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-python-sat', 'six']
