Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 2, 2.6137657165527344, 60, True, 3, 180, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'DecisionModel', 'CNFModel', 'AutomatedReasoning', 'Solvers', 'MiniSAT-python-sat', 'Lingeling', 'Lingeling-satispy', 'Lingeling-pylgl', 'FeatureModel', 'Packages', 'DepMng', 'setuptools', 'pip', 'MiniSAT', 'pipdeptree', 'Lingeling-python-sat', 'Glucose-pyglucose', 'Utils', 'pybind11', 'Interoperability', 'SPLOT', 'six', 'Operations', 'ValidModel', 'UVL', 'pkg-resources', 'MiniSAT-satispy', 'PicoSAT-pyPicosat', 'PicoSAT-pycosat', 'MiniSAT-umo', 'ErrorDetection', 'CoreFeatures', 'Glucose', 'ParserTechnology', 'lark-parser', 'ValidConfiguration', 'Glucose-python-sat', 'SimpleParse', 'DeadFeatures', 'APISolvers', 'pycosat', 'wheel', 'antlr4-python3-runtime', 'pydepqbf', 'pyPicosat', 'umo', 'python-sat', 'ErrorDiagnosis', 'PicoSAT', 'ebnf', 'ValidProduct', 'pyglucose', 'AllProducts', 'FeatureIDE', 'pylgl', 'satispy']
2, UCTAlgorithm, 2, 2.2851178646087646, 52, True, 11, 156, ['AAFMFramework', 'System', 'Linux', 'Metamodels', 'DecisionModel', 'Packages', 'DepMng', 'setuptools', 'pip', 'FeatureModel', 'APISolvers', 'satyrn', 'pyPicosat', 'Interoperability', 'SPLOT', 'satispy', 'CNFModel', 'pipdeptree', 'AutomatedReasoning', 'Solvers', 'MiniSAT', 'MiniSAT-satispy', 'ParserTechnology', 'lark-parser', 'ebnf', 'Lingeling-satispy', 'pyglucose', 'umo', 'pycosat', 'SimpleParse', 'Glucose', 'Glucose-pyglucose', 'Glucose-python-sat', 'UVL', 'FeatureIDE', 'pycryptosat', 'pylgl', 'python-sat', 'pkg-resources', 'PicoSAT-pyPicosat', 'MiniSAT-python-sat', 'PicoSAT', 'Lingeling-python-sat', 'Utils', 'six', 'MiniSAT-umo', 'pydepqbf', 'wheel', 'antlr4-python3-runtime', 'PicoSAT-pycosat', 'Lingeling', 'pybind11']
3, UCTAlgorithm, 2, 2.6141555309295654, 60, True, 3, 180, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'Packages', 'DepMng', 'pip', 'setuptools', 'Interoperability', 'UVL', 'AutomatedReasoning', 'Solvers', 'Lingeling', 'Lingeling-satispy', 'CNFModel', 'Lingeling-pylgl', 'pipdeptree', 'Lingeling-python-sat', 'PicoSAT-pycosat', 'MiniSAT', 'MiniSAT-python-sat', 'DecisionModel', 'Utils', 'six', 'PicoSAT-pyPicosat', 'pkg-resources', 'Glucose-pyglucose', 'SPLOT', 'MiniSAT-satispy', 'wheel', 'PicoSAT', 'MiniSAT-umo', 'FeatureIDE', 'ParserTechnology', 'SimpleParse', 'Operations', 'ErrorDetection', 'APISolvers', 'satispy', 'FeatureModel', 'ErrorDiagnosis', 'ebnf', 'pybind11', 'umo', 'antlr4-python3-runtime', 'pylgl', 'ValidProduct', 'Glucose', 'python-sat', 'pydepqbf', 'satyrn', 'DeadFeatures', 'pyPicosat', 'Glucose-python-sat', 'CoreFeatures', 'pyglucose', 'ValidConfiguration', 'lark-parser', 'ValidModel', 'pycosat']
