Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 1, 0.7719917297363281, 43, True, 20, 86, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'FeatureModel', 'Packages', 'DepMng', 'pip', 'setuptools', 'CNFModel', 'Utils', 'pybind11', 'ParserTechnology', 'lark-parser', 'pkg-resources', 'pipdeptree', 'Interoperability', 'UVL', 'SimpleParse', 'DecisionModel', 'antlr4-python3-runtime', 'six', 'wheel', 'APISolvers', 'pyPicosat', 'ebnf', 'pycryptosat', 'python-sat', 'satispy', 'umo', 'satyrn', 'pylgl', 'pycosat', 'pyglucose', 'AutomatedReasoning', 'Solvers', 'MiniSAT-satispy', 'Glucose-python-sat', 'Glucose', 'MiniSAT-python-sat', 'Operations', 'ErrorDetection', 'MiniSAT']
