Iterations, Runs, Valid Configs, Invalid configs, Features min, Features max, Features median, Features mean, Features std, Rewards min, Rewards max, Rewards median, Rewards mean, Rewards std, Nodes min, Nodes max, Nodes median, Nodes mean, Nodes std, Times min, Times max, Times median, Times mean, Times std
1, 30, 7, 0, 45, 62, 62.0, 60.96666666666667, 3.2745974570543974, -1.0, 18.0, -1.0, 0.5, 3.8394503917025453, 90, 123, 123.0, 121.1, 6.282707520894431, 0.8801124095916748, 1.3449618816375732, 1.1474295854568481, 1.1514185587565104, 0.1227808835296592
10, 29, 7, 0, 49, 62, 62, 59.37931034482759, 3.904336353918809, -1.0, 14.0, -1.0, 2.4482758620689653, 4.755344413668777, 539, 654, 646, 631.9655172413793, 29.99938423013366, 6.178694248199463, 8.30323839187622, 7.12439227104187, 7.188524879258255, 0.482400379538659
