Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTRandomExpansion, 100, 30.369429111480713, 29, True, 34, 765, ['AAFMFramework', 'System', 'Linux', 'Metamodels', 'DecisionModel', 'FeatureModel', 'Packages', 'DepMng', 'setuptools', 'pip', 'wheel', 'Utils', 'six', 'ParserTechnology', 'lark-parser', 'APISolvers', 'python-sat', 'umo', 'pycryptosat', 'CNFModel', 'satispy', 'pkg-resources', 'SimpleParse', 'pyPicosat', 'pybind11', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-python-sat']
2, UCTRandomExpansion, 100, 39.10645318031311, 29, True, 34, 1181, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'DecisionModel', 'CNFModel', 'Packages', 'DepMng', 'pip', 'setuptools', 'APISolvers', 'pycosat', 'python-sat', 'wheel', 'satispy', 'pycryptosat', 'umo', 'pyglucose', 'pydepqbf', 'Utils', 'six', 'pkg-resources', 'ParserTechnology', 'SimpleParse', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-pyglucose', 'pybind11']
