Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 100, 24.058921813964844, 31, True, 32, 3131, ['AAFMFramework', 'System', 'Linux', 'Metamodels', 'FeatureModel', 'Packages', 'DepMng', 'pip', 'setuptools', 'DecisionModel', 'Utils', 'six', 'pybind11', 'APISolvers', 'pydepqbf', 'pyPicosat', 'pycosat', 'python-sat', 'pkg-resources', 'satispy', 'umo', 'ParserTechnology', 'antlr4-python3-runtime', 'pyglucose', 'CNFModel', 'wheel', 'pipdeptree', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-python-sat']
2, UCTAlgorithm, 100, 28.12499237060547, 36, True, 27, 3636, ['AAFMFramework', 'System', 'Linux', 'Metamodels', 'Packages', 'DepMng', 'setuptools', 'pip', 'FeatureModel', 'pkg-resources', 'ParserTechnology', 'lark-parser', 'SimpleParse', 'Utils', 'six', 'pybind11', 'pipdeptree', 'APISolvers', 'umo', 'antlr4-python3-runtime', 'python-sat', 'pyPicosat', 'pydepqbf', 'pyglucose', 'CNFModel', 'pycryptosat', 'DecisionModel', 'ebnf', 'pylgl', 'satispy', 'satyrn', 'wheel', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-pyglucose']
3, UCTAlgorithm, 100, 20.413706302642822, 27, True, 36, 2727, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'FeatureModel', 'Packages', 'DepMng', 'pip', 'setuptools', 'pipdeptree', 'pkg-resources', 'APISolvers', 'python-sat', 'satispy', 'pyglucose', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-pyglucose', 'pylgl', 'pyPicosat', 'satyrn', 'Utils', 'pybind11', 'umo', 'six', 'CNFModel']
