Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 5, 2.4504404067993164, 44, True, 19, 264, ['AAFMFramework', 'System', 'Linux', 'Metamodels', 'DecisionModel', 'Packages', 'DepMng', 'setuptools', 'pip', 'pipdeptree', 'Utils', 'pybind11', 'pkg-resources', 'APISolvers', 'umo', 'satyrn', 'python-sat', 'pylgl', 'ParserTechnology', 'antlr4-python3-runtime', 'six', 'lark-parser', 'AutomatedReasoning', 'Solvers', 'PicoSAT', 'PicoSAT-pycosat', 'MiniSAT-satispy', 'FeatureModel', 'pycosat', 'pyPicosat', 'PicoSAT-pyPicosat', 'MiniSAT-umo', 'satispy', 'pycryptosat', 'Glucose-python-sat', 'pyglucose', 'MiniSAT-python-sat', 'ebnf', 'Glucose', 'Lingeling', 'Lingeling-pylgl', 'CNFModel', 'SimpleParse', 'MiniSAT']
