Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 50, 16.091383695602417, 33, True, 30, 1683, ['AAFMFramework', 'Metamodels', 'System', 'Linux', 'CNFModel', 'DecisionModel', 'Interoperability', 'FeatureIDE', 'UVL', 'Packages', 'DepMng', 'pip', 'setuptools', 'ParserTechnology', 'lark-parser', 'antlr4-python3-runtime', 'APISolvers', 'pyPicosat', 'pylgl', 'FeatureModel', 'pyglucose', 'Utils', 'six', 'pybind11', 'SimpleParse', 'pycosat', 'ebnf', 'python-sat', 'AutomatedReasoning', 'Solvers', 'Glucose', 'Glucose-pyglucose', 'pkg-resources']
