Run,#Features,#NodesExplored,#TotalIterationsExecuted,#TotalNodes,Algorithm,AlgorithmSteps,Configuration,ExecutionTime,Reward,StoppingCondition,ValidConfiguration
29,62,70,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['lark-parser', 'satispy', 'ValidModel', 'UVL', 'pkg-resources', 'System', 'antlr4-python3-runtime', 'Utils', 'PicoSAT-pyPicosat', 'Interoperability', 'AutomatedReasoning', 'umo', 'Win', 'FeatureModel', 'ValidProduct', 'ErrorDiagnosis', 'Packages', 'pycryptosat', 'ValidConfiguration', 'PicoSAT-pycosat', 'AllProducts', 'ParserTechnology', 'SPLOT', 'pylgl', 'APISolvers', 'Glucose', 'DeadFeatures', 'CNFModel', 'FeatureIDE', 'Metamodels', 'ebnf', 'pipdeptree', 'six', 'MiniSAT', 'MiniSAT-umo', 'Lingeling-python-sat', 'Operations', 'pycosat', 'Lingeling-pylgl', 'wheel', 'Lingeling', 'pyPicosat', 'pydepqbf', 'pip', 'Solvers', 'Glucose-pyglucose', 'Glucose-python-sat', 'pybind11', 'DepMng', 'MiniSAT-python-sat', 'satyrn', 'SimpleParse', 'MiniSAT-satispy', 'PicoSAT', 'pyglucose', 'AAFMFramework', 'Lingeling-satispy', 'CoreFeatures', 'setuptools', 'python-sat', 'ErrorDetection', 'DecisionModel']",0.5770118236541748,-1,1,False
30,61,80,122,121,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",61,"['pylgl', 'UVL', 'Glucose-python-sat', 'Operations', 'MiniSAT-umo', 'pkg-resources', 'Lingeling-pylgl', 'python-sat', 'setuptools', 'ValidModel', 'MiniSAT-python-sat', 'DepMng', 'ErrorDetection', 'AutomatedReasoning', 'Metamodels', 'satispy', 'ValidProduct', 'Glucose-pyglucose', 'pipdeptree', 'SPLOT', 'PicoSAT-pyPicosat', 'DeadFeatures', 'Linux', 'PicoSAT', 'DecisionModel', 'Lingeling-satispy', 'ParserTechnology', 'Lingeling', 'pycryptosat', 'Solvers', 'System', 'antlr4-python3-runtime', 'pydepqbf', 'Interoperability', 'SimpleParse', 'APISolvers', 'umo', 'FeatureModel', 'pyPicosat', 'FeatureIDE', 'ValidConfiguration', 'pycosat', 'ebnf', 'pip', 'wheel', 'pyglucose', 'Lingeling-python-sat', 'Glucose', 'ErrorDiagnosis', 'MiniSAT', 'lark-parser', 'six', 'AllProducts', 'MiniSAT-satispy', 'Packages', 'AAFMFramework', 'PicoSAT-pycosat', 'Utils', 'CoreFeatures', 'pybind11', 'CNFModel']",0.5484848022460938,4,1,True
1,25,148,275,266,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",25,"['python-sat', 'ebnf', 'setuptools', 'AAFMFramework', 'pydepqbf', 'pkg-resources', 'pycryptosat', 'wheel', 'APISolvers', 'Metamodels', 'pybind11', 'pyglucose', 'CNFModel', 'Utils', 'lark-parser', 'System', 'DepMng', 'FeatureModel', 'ParserTechnology', 'Packages', 'six', 'antlr4-python3-runtime', 'Linux', 'pip', 'DecisionModel']",1.6107919216156006,38,10,True
2,50,295,550,529,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",50,"['AAFMFramework', 'MiniSAT-umo', 'DepMng', 'pyPicosat', 'UVL', 'pylgl', 'DecisionModel', 'Lingeling-python-sat', 'python-sat', 'Packages', 'Glucose', 'six', 'SimpleParse', 'Solvers', 'PicoSAT-pyPicosat', 'PicoSAT-pycosat', 'FeatureModel', 'APISolvers', 'Interoperability', 'Operations', 'pycosat', 'pkg-resources', 'pip', 'setuptools', 'pyglucose', 'satispy', 'pipdeptree', 'MiniSAT-satispy', 'Lingeling-satispy', 'PicoSAT', 'System', 'CNFModel', 'pycryptosat', 'ParserTechnology', 'Lingeling', 'AutomatedReasoning', 'pybind11', 'Metamodels', 'MiniSAT', 'Linux', 'MiniSAT-python-sat', 'Lingeling-pylgl', 'FeatureIDE', 'ValidProduct', 'SPLOT', 'Glucose-pyglucose', 'Glucose-python-sat', 'Utils', 'umo', 'satyrn']",2.8817851543426514,13,10,True
3,50,295,550,546,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",50,"['Lingeling-satispy', 'APISolvers', 'ebnf', 'CNFModel', 'FeatureIDE', 'AutomatedReasoning', 'ErrorDetection', 'ErrorDiagnosis', 'AllProducts', 'MiniSAT-umo', 'DeadFeatures', 'pyPicosat', 'MiniSAT-python-sat', 'Packages', 'ValidModel', 'umo', 'MiniSAT', 'FeatureModel', 'satispy', 'ParserTechnology', 'Operations', 'Linux', 'pipdeptree', 'wheel', 'Metamodels', 'pyglucose', 'ValidProduct', 'UVL', 'AAFMFramework', 'pybind11', 'pycosat', 'pydepqbf', 'pycryptosat', 'DepMng', 'setuptools', 'ValidConfiguration', 'SPLOT', 'satyrn', 'Solvers', 'Lingeling', 'DecisionModel', 'Utils', 'pkg-resources', 'Interoperability', 'six', 'System', 'lark-parser', 'pip', 'python-sat', 'CoreFeatures']",2.8365397453308105,26,10,True
4,22,132,242,232,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",22,"['Interoperability', 'Utils', 'UVL', 'pip', 'Packages', 'SimpleParse', 'ebnf', 'pipdeptree', 'AAFMFramework', 'setuptools', 'DepMng', 'pkg-resources', 'System', 'ParserTechnology', 'APISolvers', 'Linux', 'pybind11', 'Metamodels', 'antlr4-python3-runtime', 'umo', 'lark-parser', 'CNFModel']",1.4786710739135742,41,10,True
5,44,262,484,477,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",44,"['Packages', 'six', 'antlr4-python3-runtime', 'Utils', 'pybind11', 'DepMng', 'Lingeling', 'CNFModel', 'pycosat', 'Metamodels', 'Lingeling-python-sat', 'Operations', 'pipdeptree', 'Glucose-python-sat', 'wheel', 'python-sat', 'AutomatedReasoning', 'pkg-resources', 'FeatureModel', 'SimpleParse', 'Interoperability', 'UVL', 'ValidConfiguration', 'pyglucose', 'satyrn', 'FeatureIDE', 'SPLOT', 'Solvers', 'ErrorDetection', 'ebnf', 'AAFMFramework', 'System', 'lark-parser', 'DecisionModel', 'satispy', 'Linux', 'ParserTechnology', 'Glucose', 'APISolvers', 'setuptools', 'pydepqbf', 'pycryptosat', 'pip', 'Lingeling-satispy']",2.7095344066619873,19,10,True
6,56,335,616,610,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",56,"['PicoSAT', 'AAFMFramework', 'FeatureIDE', 'pylgl', 'pipdeptree', 'satispy', 'APISolvers', 'AutomatedReasoning', 'Lingeling', 'python-sat', 'PicoSAT-pycosat', 'pkg-resources', 'setuptools', 'lark-parser', 'DecisionModel', 'Lingeling-pylgl', 'DepMng', 'PicoSAT-pyPicosat', 'pydepqbf', 'Lingeling-satispy', 'Glucose-pyglucose', 'Packages', 'wheel', 'ebnf', 'satyrn', 'MiniSAT-satispy', 'Interoperability', 'CNFModel', 'ParserTechnology', 'pycryptosat', 'pyglucose', 'SPLOT', 'CoreFeatures', 'antlr4-python3-runtime', 'System', 'FeatureModel', 'Metamodels', 'Glucose-python-sat', 'ErrorDetection', 'pyPicosat', 'UVL', 'Utils', 'pycosat', 'pip', 'ValidModel', 'ValidProduct', 'Operations', 'MiniSAT', 'Linux', 'Lingeling-python-sat', 'SimpleParse', 'pybind11', 'six', 'MiniSAT-python-sat', 'Glucose', 'Solvers']",3.0544626712799072,14,10,True
7,57,343,627,620,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",57,"['umo', 'Packages', 'pybind11', 'MiniSAT', 'AAFMFramework', 'Lingeling', 'pycosat', 'Lingeling-pylgl', 'Solvers', 'ParserTechnology', 'Glucose-pyglucose', 'pyPicosat', 'SimpleParse', 'SPLOT', 'Lingeling-python-sat', 'ValidModel', 'Operations', 'PicoSAT-pyPicosat', 'Utils', 'pipdeptree', 'UVL', 'CNFModel', 'setuptools', 'ebnf', 'lark-parser', 'APISolvers', 'MiniSAT-python-sat', 'satispy', 'pip', 'Glucose', 'satyrn', 'ValidConfiguration', 'Metamodels', 'System', 'six', 'antlr4-python3-runtime', 'PicoSAT-pycosat', 'MiniSAT-satispy', 'Interoperability', 'pkg-resources', 'ValidProduct', 'MiniSAT-umo', 'FeatureModel', 'Lingeling-satispy', 'python-sat', 'DepMng', 'pydepqbf', 'Glucose-python-sat', 'ErrorDetection', 'DecisionModel', 'pyglucose', 'pylgl', 'Linux', 'AutomatedReasoning', 'FeatureIDE', 'wheel', 'PicoSAT']",2.9165873527526855,12,10,True
8,56,338,616,609,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",56,"['ValidModel', 'ErrorDiagnosis', 'Linux', 'Packages', 'ebnf', 'pybind11', 'ValidConfiguration', 'Lingeling-satispy', 'DepMng', 'Metamodels', 'CoreFeatures', 'pycosat', 'Interoperability', 'pyglucose', 'FeatureModel', 'SPLOT', 'umo', 'Glucose', 'MiniSAT-satispy', 'FeatureIDE', 'Solvers', 'Lingeling', 'Glucose-python-sat', 'AutomatedReasoning', 'pyPicosat', 'ValidProduct', 'pycryptosat', 'wheel', 'SimpleParse', 'ErrorDetection', 'pkg-resources', 'pipdeptree', 'AAFMFramework', 'Utils', 'lark-parser', 'python-sat', 'UVL', 'CNFModel', 'DeadFeatures', 'pip', 'antlr4-python3-runtime', 'satyrn', 'System', 'satispy', 'setuptools', 'MiniSAT', 'Lingeling-python-sat', 'DecisionModel', 'ParserTechnology', 'six', 'MiniSAT-python-sat', 'APISolvers', 'AllProducts', 'pylgl', 'Operations', 'Glucose-pyglucose']",2.982118606567383,14,10,True
9,54,330,594,587,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",54,"['Glucose-pyglucose', 'umo', 'pycosat', 'ebnf', 'pycryptosat', 'lark-parser', 'pkg-resources', 'Packages', 'CNFModel', 'Utils', 'AAFMFramework', 'Glucose-python-sat', 'UVL', 'python-sat', 'ParserTechnology', 'wheel', 'satispy', 'Operations', 'FeatureModel', 'pybind11', 'DepMng', 'MiniSAT-satispy', 'FeatureIDE', 'Solvers', 'APISolvers', 'PicoSAT', 'six', 'pip', 'antlr4-python3-runtime', 'satyrn', 'ValidModel', 'AutomatedReasoning', 'Metamodels', 'Interoperability', 'ErrorDetection', 'PicoSAT-pycosat', 'pyPicosat', 'MiniSAT', 'pyglucose', 'Glucose', 'setuptools', 'Lingeling-pylgl', 'Lingeling-python-sat', 'ValidConfiguration', 'pylgl', 'Lingeling', 'SimpleParse', 'Linux', 'SPLOT', 'PicoSAT-pyPicosat', 'pipdeptree', 'Lingeling-satispy', 'System', 'DecisionModel']",2.7673027515411377,18,10,True
10,6,33,66,57,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",6,"['System', 'Win', 'AAFMFramework', 'DecisionModel', 'Metamodels', 'CNFModel']",0.43576574325561523,-1,10,True
11,52,316,572,562,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",52,"['Packages', 'CoreFeatures', 'pipdeptree', 'Lingeling-pylgl', 'pyglucose', 'pylgl', 'MiniSAT', 'lark-parser', 'AutomatedReasoning', 'pip', 'satispy', 'FeatureModel', 'MiniSAT-satispy', 'Lingeling-satispy', 'Solvers', 'Operations', 'Lingeling', 'Metamodels', 'SPLOT', 'wheel', 'UVL', 'ValidProduct', 'AAFMFramework', 'ErrorDetection', 'MiniSAT-python-sat', 'pycosat', 'Glucose', 'setuptools', 'antlr4-python3-runtime', 'Lingeling-python-sat', 'six', 'CNFModel', 'pycryptosat', 'ParserTechnology', 'Glucose-python-sat', 'python-sat', 'Linux', 'pkg-resources', 'satyrn', 'pyPicosat', 'FeatureIDE', 'DepMng', 'APISolvers', 'pydepqbf', 'umo', 'Interoperability', 'Glucose-pyglucose', 'DecisionModel', 'ebnf', 'Utils', 'pybind11', 'System']",2.8925528526306152,22,10,True
12,24,140,264,245,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",24,"['pkg-resources', 'Metamodels', 'System', 'DecisionModel', 'UVL', 'ParserTechnology', 'AAFMFramework', 'setuptools', 'Interoperability', 'FeatureModel', 'DepMng', 'Packages', 'six', 'Linux', 'CNFModel', 'Utils', 'pybind11', 'wheel', 'pip', 'antlr4-python3-runtime', 'umo', 'SPLOT', 'lark-parser', 'APISolvers']",1.5109772682189941,-1,10,True
13,22,120,242,218,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",22,"['pkg-resources', 'APISolvers', 'lark-parser', 'setuptools', 'Utils', 'pylgl', 'ParserTechnology', 'antlr4-python3-runtime', 'Linux', 'CNFModel', 'Metamodels', 'wheel', 'FeatureModel', 'DepMng', 'pip', 'System', 'pybind11', 'Packages', 'six', 'satyrn', 'AAFMFramework', 'ebnf']",1.2995054721832275,41,10,True
14,53,316,583,574,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",53,"['pydepqbf', 'DecisionModel', 'pkg-resources', 'PicoSAT-pycosat', 'FeatureModel', 'Metamodels', 'AutomatedReasoning', 'Lingeling-pylgl', 'wheel', 'umo', 'pip', 'pyglucose', 'pycosat', 'SimpleParse', 'pyPicosat', 'UVL', 'AAFMFramework', 'APISolvers', 'satispy', 'Lingeling', 'MiniSAT', 'System', 'Operations', 'Glucose', 'Lingeling-satispy', 'FeatureIDE', 'DepMng', 'Packages', 'setuptools', 'Glucose-pyglucose', 'CNFModel', 'ebnf', 'ParserTechnology', 'antlr4-python3-runtime', 'pylgl', 'SPLOT', 'MiniSAT-satispy', 'pycryptosat', 'PicoSAT-pyPicosat', 'six', 'python-sat', 'Interoperability', 'pipdeptree', 'Linux', 'lark-parser', 'MiniSAT-python-sat', 'ErrorDiagnosis', 'Solvers', 'PicoSAT', 'Utils', 'pybind11', 'satyrn', 'MiniSAT-umo']",2.6325998306274414,20,10,True
15,40,241,440,439,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",40,"['pybind11', 'wheel', 'PicoSAT-pyPicosat', 'ebnf', 'SimpleParse', 'DecisionModel', 'pycosat', 'System', 'Packages', 'APISolvers', 'Utils', 'pycryptosat', 'AutomatedReasoning', 'FeatureModel', 'UVL', 'pkg-resources', 'antlr4-python3-runtime', 'satyrn', 'python-sat', 'AAFMFramework', 'PicoSAT', 'six', 'FeatureIDE', 'pip', 'DepMng', 'Interoperability', 'SPLOT', 'Metamodels', 'lark-parser', 'Linux', 'CNFModel', 'pyPicosat', 'ParserTechnology', 'ErrorDiagnosis', 'pylgl', 'pipdeptree', 'setuptools', 'Operations', 'umo', 'Solvers']",2.4834866523742676,46,10,True
16,56,331,616,610,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",56,"['ErrorDetection', 'Interoperability', 'AAFMFramework', 'Lingeling', 'AutomatedReasoning', 'setuptools', 'DecisionModel', 'wheel', 'Lingeling-python-sat', 'ValidProduct', 'Operations', 'umo', 'Packages', 'pybind11', 'System', 'six', 'Lingeling-pylgl', 'pycosat', 'ErrorDiagnosis', 'SimpleParse', 'satispy', 'UVL', 'Glucose', 'Glucose-pyglucose', 'AllProducts', 'PicoSAT-pyPicosat', 'CNFModel', 'pycryptosat', 'Utils', 'pkg-resources', 'Solvers', 'lark-parser', 'MiniSAT-satispy', 'ValidModel', 'FeatureIDE', 'APISolvers', 'pyPicosat', 'MiniSAT-umo', 'Linux', 'antlr4-python3-runtime', 'pydepqbf', 'python-sat', 'SPLOT', 'pyglucose', 'ParserTechnology', 'FeatureModel', 'satyrn', 'pipdeptree', 'MiniSAT', 'pylgl', 'pip', 'Metamodels', 'PicoSAT', 'ebnf', 'Lingeling-satispy', 'DepMng']",2.954141139984131,14,10,True
17,34,207,374,367,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",34,"['FeatureModel', 'antlr4-python3-runtime', 'APISolvers', 'pip', 'ParserTechnology', 'python-sat', 'AAFMFramework', 'pylgl', 'pipdeptree', 'AutomatedReasoning', 'Linux', 'pycosat', 'pkg-resources', 'MiniSAT', 'pycryptosat', 'MiniSAT-python-sat', 'pyPicosat', 'Utils', 'six', 'wheel', 'SimpleParse', 'Solvers', 'Packages', 'CNFModel', 'setuptools', 'ebnf', 'DepMng', 'DecisionModel', 'Metamodels', 'satispy', 'pybind11', 'System', 'lark-parser', 'umo']",2.146594762802124,58,10,True
18,58,343,638,629,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",58,"['Packages', 'Lingeling', 'Lingeling-satispy', 'pyPicosat', 'satyrn', 'pkg-resources', 'Solvers', 'MiniSAT-satispy', 'Lingeling-python-sat', 'MiniSAT', 'Linux', 'pycosat', 'SimpleParse', 'pyglucose', 'ValidModel', 'DecisionModel', 'PicoSAT-pyPicosat', 'MiniSAT-python-sat', 'FeatureModel', 'wheel', 'FeatureIDE', 'ebnf', 'AutomatedReasoning', 'AAFMFramework', 'CNFModel', 'APISolvers', 'six', 'CoreFeatures', 'Glucose-pyglucose', 'satispy', 'pycryptosat', 'DeadFeatures', 'Operations', 'ErrorDetection', 'UVL', 'PicoSAT-pycosat', 'System', 'PicoSAT', 'Metamodels', 'pylgl', 'lark-parser', 'DepMng', 'Glucose', 'ParserTechnology', 'Utils', 'pybind11', 'SPLOT', 'Lingeling-pylgl', 'pydepqbf', 'python-sat', 'MiniSAT-umo', 'umo', 'setuptools', 'pip', 'ValidProduct', 'antlr4-python3-runtime', 'Interoperability', 'pipdeptree']",2.9919257164001465,10,10,True
19,52,313,572,562,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",52,"['MiniSAT-python-sat', 'Lingeling-python-sat', 'DecisionModel', 'ParserTechnology', 'pipdeptree', 'pyglucose', 'pyPicosat', 'Glucose-python-sat', 'Lingeling', 'ebnf', 'DepMng', 'pylgl', 'Glucose', 'Packages', 'AAFMFramework', 'Metamodels', 'satyrn', 'six', 'FeatureIDE', 'pycryptosat', 'CoreFeatures', 'antlr4-python3-runtime', 'pkg-resources', 'Lingeling-satispy', 'UVL', 'Glucose-pyglucose', 'PicoSAT-pyPicosat', 'System', 'wheel', 'APISolvers', 'pydepqbf', 'SPLOT', 'pip', 'setuptools', 'pybind11', 'AutomatedReasoning', 'PicoSAT', 'Interoperability', 'MiniSAT', 'Utils', 'FeatureModel', 'Operations', 'python-sat', 'satispy', 'umo', 'Linux', 'SimpleParse', 'lark-parser', 'CNFModel', 'MiniSAT-umo', 'Solvers', 'Lingeling-pylgl']",2.727891683578491,22,10,True
20,22,122,242,222,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",22,"['Interoperability', 'AAFMFramework', 'System', 'pip', 'FeatureIDE', 'pkg-resources', 'SimpleParse', 'pipdeptree', 'Utils', 'pycosat', 'wheel', 'Win', 'setuptools', 'Packages', 'pyglucose', 'Metamodels', 'antlr4-python3-runtime', 'APISolvers', 'pybind11', 'ParserTechnology', 'DepMng', 'UVL']",1.5074875354766846,-1,10,True
21,56,330,616,585,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",56,"['AAFMFramework', 'MiniSAT-umo', 'CNFModel', 'Utils', 'Packages', 'SimpleParse', 'pyPicosat', 'umo', 'PicoSAT-pycosat', 'ValidConfiguration', 'Lingeling', 'Glucose', 'pycosat', 'python-sat', 'lark-parser', 'SPLOT', 'APISolvers', 'FeatureModel', 'PicoSAT', 'Lingeling-python-sat', 'Glucose-python-sat', 'ParserTechnology', 'six', 'pycryptosat', 'Interoperability', 'pydepqbf', 'pybind11', 'Metamodels', 'Glucose-pyglucose', 'Solvers', 'wheel', 'Lingeling-pylgl', 'PicoSAT-pyPicosat', 'pipdeptree', 'MiniSAT', 'MiniSAT-python-sat', 'pyglucose', 'setuptools', 'antlr4-python3-runtime', 'satispy', 'FeatureIDE', 'pip', 'Operations', 'DecisionModel', 'Linux', 'pylgl', 'Lingeling-satispy', 'AutomatedReasoning', 'System', 'UVL', 'ebnf', 'DepMng', 'ValidModel', 'DeadFeatures', 'pkg-resources', 'MiniSAT-satispy']",2.8086209297180176,14,10,True
22,47,283,517,517,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",47,"['Glucose-python-sat', 'Glucose', 'lark-parser', 'setuptools', 'SPLOT', 'pycryptosat', 'AutomatedReasoning', 'pydepqbf', 'AAFMFramework', 'System', 'pylgl', 'pyglucose', 'PicoSAT', 'CoreFeatures', 'Interoperability', 'pycosat', 'antlr4-python3-runtime', 'DepMng', 'CNFModel', 'FeatureModel', 'pkg-resources', 'SimpleParse', 'Metamodels', 'Packages', 'Glucose-pyglucose', 'ParserTechnology', 'six', 'Lingeling-pylgl', 'Lingeling-python-sat', 'UVL', 'Linux', 'FeatureIDE', 'python-sat', 'Operations', 'pybind11', 'Solvers', 'pyPicosat', 'umo', 'PicoSAT-pyPicosat', 'Utils', 'pip', 'satispy', 'DecisionModel', 'Lingeling-satispy', 'APISolvers', 'ebnf', 'Lingeling']",2.6708877086639404,32,10,True
23,13,75,143,132,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",13,"['pipdeptree', 'SPLOT', 'Metamodels', 'DepMng', 'Interoperability', 'wheel', 'setuptools', 'Packages', 'pip', 'AAFMFramework', 'Win', 'FeatureModel', 'System']",0.9547343254089355,-1,10,True
24,54,325,594,590,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",54,"['PicoSAT-pyPicosat', 'pycryptosat', 'pylgl', 'AAFMFramework', 'MiniSAT-satispy', 'FeatureModel', 'Linux', 'APISolvers', 'SimpleParse', 'Glucose-pyglucose', 'lark-parser', 'pip', 'ParserTechnology', 'satispy', 'pyPicosat', 'Glucose-python-sat', 'System', 'Solvers', 'Interoperability', 'Lingeling-pylgl', 'wheel', 'AllProducts', 'pybind11', 'Metamodels', 'PicoSAT-pycosat', 'umo', 'CNFModel', 'DecisionModel', 'UVL', 'pyglucose', 'pkg-resources', 'ebnf', 'six', 'Lingeling', 'Packages', 'SPLOT', 'AutomatedReasoning', 'Glucose', 'Utils', 'Lingeling-python-sat', 'PicoSAT', 'antlr4-python3-runtime', 'pycosat', 'setuptools', 'python-sat', 'MiniSAT', 'ValidProduct', 'pipdeptree', 'DeadFeatures', 'Operations', 'ValidConfiguration', 'DepMng', 'ErrorDiagnosis', 'FeatureIDE']",2.9129271507263184,18,10,True
25,51,308,561,553,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",51,"['MiniSAT-python-sat', 'antlr4-python3-runtime', 'pkg-resources', 'System', 'ParserTechnology', 'ErrorDiagnosis', 'pyPicosat', 'Lingeling-python-sat', 'MiniSAT', 'pipdeptree', 'FeatureIDE', 'Packages', 'Interoperability', 'DecisionModel', 'DepMng', 'pybind11', 'six', 'setuptools', 'SimpleParse', 'Linux', 'AutomatedReasoning', 'AAFMFramework', 'Glucose-pyglucose', 'umo', 'wheel', 'Utils', 'pydepqbf', 'pycosat', 'pyglucose', 'Solvers', 'UVL', 'Lingeling-pylgl', 'ValidConfiguration', 'APISolvers', 'pip', 'CNFModel', 'Glucose', 'Operations', 'ValidProduct', 'python-sat', 'SPLOT', 'satispy', 'ebnf', 'Lingeling', 'Glucose-python-sat', 'lark-parser', 'satyrn', 'MiniSAT-satispy', 'pylgl', 'FeatureModel', 'Metamodels']",2.8429105281829834,24,10,True
26,57,342,627,616,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",57,"['DeadFeatures', 'antlr4-python3-runtime', 'Lingeling-pylgl', 'pycosat', 'ebnf', 'FeatureModel', 'umo', 'FeatureIDE', 'Interoperability', 'lark-parser', 'AutomatedReasoning', 'DepMng', 'Linux', 'MiniSAT', 'ErrorDetection', 'pipdeptree', 'wheel', 'Metamodels', 'pylgl', 'System', 'pybind11', 'Utils', 'satyrn', 'Lingeling', 'MiniSAT-python-sat', 'PicoSAT-pyPicosat', 'Operations', 'satispy', 'UVL', 'setuptools', 'Solvers', 'pkg-resources', 'APISolvers', 'pyglucose', 'ValidConfiguration', 'pycryptosat', 'Packages', 'Lingeling-satispy', 'Lingeling-python-sat', 'AAFMFramework', 'CNFModel', 'AllProducts', 'pydepqbf', 'python-sat', 'Glucose-pyglucose', 'MiniSAT-umo', 'SimpleParse', 'six', 'pip', 'DecisionModel', 'PicoSAT', 'SPLOT', 'MiniSAT-satispy', 'pyPicosat', 'PicoSAT-pycosat', 'ParserTechnology', 'Glucose']",2.9540154933929443,12,10,True
27,51,312,561,557,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",51,"['Operations', 'Lingeling', 'pipdeptree', 'AutomatedReasoning', 'System', 'CoreFeatures', 'CNFModel', 'Metamodels', 'DepMng', 'MiniSAT-satispy', 'APISolvers', 'FeatureModel', 'ParserTechnology', 'umo', 'pycryptosat', 'lark-parser', 'MiniSAT-umo', 'FeatureIDE', 'ebnf', 'Interoperability', 'PicoSAT', 'pydepqbf', 'AAFMFramework', 'Packages', 'Glucose', 'PicoSAT-pycosat', 'Utils', 'python-sat', 'pyglucose', 'SPLOT', 'pybind11', 'Solvers', 'PicoSAT-pyPicosat', 'MiniSAT', 'UVL', 'pip', 'satispy', 'setuptools', 'pylgl', 'DecisionModel', 'MiniSAT-python-sat', 'Linux', 'Lingeling-pylgl', 'pkg-resources', 'six', 'SimpleParse', 'Glucose-python-sat', 'pycosat', 'Lingeling-satispy', 'AllProducts', 'pyPicosat']",2.843142032623291,24,10,True
28,54,323,594,590,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",54,"['Glucose-pyglucose', 'SPLOT', 'ValidConfiguration', 'pylgl', 'Utils', 'pyglucose', 'wheel', 'six', 'APISolvers', 'MiniSAT', 'pyPicosat', 'satispy', 'MiniSAT-python-sat', 'Metamodels', 'PicoSAT', 'AllProducts', 'Packages', 'FeatureIDE', 'Interoperability', 'ParserTechnology', 'pybind11', 'Operations', 'PicoSAT-pycosat', 'Lingeling-pylgl', 'umo', 'setuptools', 'AAFMFramework', 'pip', 'Lingeling-satispy', 'SimpleParse', 'AutomatedReasoning', 'ebnf', 'System', 'Glucose', 'Linux', 'Lingeling-python-sat', 'pipdeptree', 'PicoSAT-pyPicosat', 'MiniSAT-umo', 'DecisionModel', 'python-sat', 'pycosat', 'MiniSAT-satispy', 'pydepqbf', 'pkg-resources', 'FeatureModel', 'Solvers', 'Lingeling', 'Glucose-python-sat', 'DepMng', 'lark-parser', 'UVL', 'ValidProduct', 'CNFModel']",2.9221670627593994,18,10,True
29,25,153,275,270,"UCT MCTS Rnd Exp (sc:iters=10, ew=0.5)",25,"['Packages', 'SimpleParse', 'AAFMFramework', 'umo', 'pkg-resources', 'DepMng', 'Utils', 'lark-parser', 'FeatureModel', 'pyglucose', 'APISolvers', 'Linux', 'wheel', 'pycosat', 'System', 'DecisionModel', 'setuptools', 'ParserTechnology', 'pip', 'six', 'pyPicosat', 'Metamodels', 'ebnf', 'CNFModel', 'pybind11']",1.574397087097168,76,10,True
