Run, Algorithm, Iterations, Time, Features in Config, Valid Config, Reward, Nodes, Configuration
1, UCTAlgorithm, 25, 5.1777024269104, 26, True, 74, 676, ['setuptools', 'Interoperability', 'AAFMFramework', 'Utils', 'SPLOT', 'ebnf', 'ParserTechnology', 'Packages', 'six', 'satispy', 'Metamodels', 'Linux', 'pyPicosat', 'pip', 'pyglucose', 'DepMng', 'lark-parser', 'System', 'pycosat', 'APISolvers', 'pybind11', 'antlr4-python3-runtime', 'UVL', 'DecisionModel', 'pkg-resources', 'SimpleParse']
2, UCTAlgorithm, 25, 9.454970121383667, 53, True, 20, 1378, ['wheel', 'Glucose-python-sat', 'System', 'DeadFeatures', 'pip', 'PicoSAT', 'Packages', 'pyglucose', 'AutomatedReasoning', 'PicoSAT-pycosat', 'CNFModel', 'MiniSAT-satispy', 'pkg-resources', 'pydepqbf', 'ebnf', 'SimpleParse', 'pylgl', 'python-sat', 'Solvers', 'pycryptosat', 'Glucose-pyglucose', 'Operations', 'DecisionModel', 'satyrn', 'setuptools', 'Lingeling-python-sat', 'antlr4-python3-runtime', 'Utils', 'Lingeling-pylgl', 'Lingeling', 'Lingeling-satispy', 'Glucose', 'ParserTechnology', 'pipdeptree', 'MiniSAT', 'MiniSAT-python-sat', 'MiniSAT-umo', 'UVL', 'Linux', 'pyPicosat', 'AAFMFramework', 'Metamodels', 'PicoSAT-pyPicosat', 'pybind11', 'six', 'satispy', 'AllProducts', 'APISolvers', 'lark-parser', 'pycosat', 'DepMng', 'Interoperability', 'umo']
3, UCTAlgorithm, 25, 8.456312417984009, 50, True, 26, 1300, ['DecisionModel', 'FeatureModel', 'python-sat', 'MiniSAT', 'MiniSAT-umo', 'pyPicosat', 'Linux', 'Solvers', 'PicoSAT', 'Lingeling-satispy', 'Utils', 'satispy', 'pylgl', 'Lingeling', 'SimpleParse', 'PicoSAT-pycosat', 'pybind11', 'pip', 'FeatureIDE', 'DepMng', 'wheel', 'ebnf', 'pycryptosat', 'pycosat', 'Packages', 'Metamodels', 'pipdeptree', 'umo', 'AAFMFramework', 'Lingeling-python-sat', 'pkg-resources', 'six', 'UVL', 'APISolvers', 'pyglucose', 'satyrn', 'Glucose', 'MiniSAT-satispy', 'setuptools', 'System', 'Glucose-pyglucose', 'ParserTechnology', 'pydepqbf', 'lark-parser', 'SPLOT', 'Interoperability', 'Lingeling-pylgl', 'Glucose-python-sat', 'CNFModel', 'AutomatedReasoning']
4, UCTAlgorithm, 25, 7.8706090450286865, 44, True, 38, 1144, ['UVL', 'pybind11', 'FeatureIDE', 'lark-parser', 'CNFModel', 'satyrn', 'umo', 'Utils', 'SPLOT', 'DepMng', 'satispy', 'DeadFeatures', 'Linux', 'pylgl', 'Lingeling', 'APISolvers', 'ValidModel', 'pyPicosat', 'pyglucose', 'Packages', 'six', 'AAFMFramework', 'ParserTechnology', 'SimpleParse', 'ErrorDetection', 'setuptools', 'pycosat', 'System', 'Interoperability', 'AutomatedReasoning', 'Lingeling-python-sat', 'Solvers', 'wheel', 'python-sat', 'Operations', 'FeatureModel', 'antlr4-python3-runtime', 'CoreFeatures', 'Metamodels', 'pycryptosat', 'ErrorDiagnosis', 'ebnf', 'pkg-resources', 'pip']
5, UCTAlgorithm, 25, 5.592696905136108, 30, True, 66, 780, ['satyrn', 'APISolvers', 'pylgl', 'AAFMFramework', 'ParserTechnology', 'lark-parser', 'FeatureModel', 'FeatureIDE', 'SimpleParse', 'setuptools', 'ebnf', 'pydepqbf', 'pycosat', 'Packages', 'pyglucose', 'System', 'Metamodels', 'satispy', 'DepMng', 'pybind11', 'Utils', 'pycryptosat', 'six', 'pyPicosat', 'Interoperability', 'pip', 'antlr4-python3-runtime', 'pkg-resources', 'Linux', 'UVL']
6, UCTAlgorithm, 25, 3.7463996410369873, 20, True, 43, 520, ['satispy', 'pyPicosat', 'pybind11', 'setuptools', 'Packages', 'pycosat', 'pkg-resources', 'pip', 'AAFMFramework', 'Utils', 'Metamodels', 'System', 'wheel', 'umo', 'six', 'Linux', 'pyglucose', 'python-sat', 'DepMng', 'APISolvers']
7, UCTAlgorithm, 25, 8.082141160964966, 44, True, 38, 1144, ['pycryptosat', 'Utils', 'AAFMFramework', 'Interoperability', 'Solvers', 'pylgl', 'ErrorDiagnosis', 'six', 'FeatureModel', 'pyglucose', 'pip', 'antlr4-python3-runtime', 'FeatureIDE', 'wheel', 'python-sat', 'CoreFeatures', 'umo', 'lark-parser', 'MiniSAT', 'SPLOT', 'ebnf', 'DeadFeatures', 'CNFModel', 'pycosat', 'ValidConfiguration', 'DepMng', 'MiniSAT-python-sat', 'ValidModel', 'Packages', 'UVL', 'AutomatedReasoning', 'pybind11', 'System', 'setuptools', 'APISolvers', 'Linux', 'pydepqbf', 'Operations', 'pkg-resources', 'pyPicosat', 'satispy', 'satyrn', 'Metamodels', 'ParserTechnology']
8, UCTAlgorithm, 25, 5.4940149784088135, 30, True, 66, 780, ['Linux', 'ParserTechnology', 'satispy', 'SimpleParse', 'Metamodels', 'pip', 'pyPicosat', 'pydepqbf', 'AAFMFramework', 'FeatureIDE', 'pylgl', 'pycryptosat', 'umo', 'Utils', 'pybind11', 'FeatureModel', 'DecisionModel', 'pycosat', 'satyrn', 'CNFModel', 'ebnf', 'Interoperability', 'pkg-resources', 'System', 'setuptools', 'lark-parser', 'APISolvers', 'DepMng', 'UVL', 'Packages']
9, UCTAlgorithm, 25, 9.994873523712158, 52, True, 22, 1352, ['pyglucose', 'python-sat', 'APISolvers', 'antlr4-python3-runtime', 'MiniSAT-satispy', 'pipdeptree', 'setuptools', 'satyrn', 'pycosat', 'CoreFeatures', 'FeatureIDE', 'DecisionModel', 'Metamodels', 'pybind11', 'Glucose-python-sat', 'pycryptosat', 'Solvers', 'ParserTechnology', 'ebnf', 'wheel', 'Lingeling', 'AAFMFramework', 'System', 'AutomatedReasoning', 'PicoSAT', 'MiniSAT-umo', 'lark-parser', 'Lingeling-satispy', 'PicoSAT-pyPicosat', 'SimpleParse', 'pylgl', 'six', 'Operations', 'Glucose', 'Linux', 'MiniSAT', 'FeatureModel', 'pip', 'pydepqbf', 'CNFModel', 'satispy', 'DepMng', 'PicoSAT-pycosat', 'Utils', 'Glucose-pyglucose', 'Packages', 'umo', 'MiniSAT-python-sat', 'Lingeling-python-sat', 'pkg-resources', 'pyPicosat', 'Interoperability']
10, UCTAlgorithm, 25, 9.501375198364258, 53, True, 20, 1378, ['python-sat', 'pkg-resources', 'ValidModel', 'Packages', 'FeatureModel', 'CoreFeatures', 'System', 'APISolvers', 'ParserTechnology', 'DeadFeatures', 'Metamodels', 'antlr4-python3-runtime', 'ValidConfiguration', 'Operations', 'MiniSAT-umo', 'Glucose', 'pyglucose', 'pybind11', 'MiniSAT', 'MiniSAT-satispy', 'ErrorDetection', 'satispy', 'DepMng', 'UVL', 'pip', 'Lingeling-python-sat', 'ErrorDiagnosis', 'ebnf', 'CNFModel', 'MiniSAT-python-sat', 'setuptools', 'pyPicosat', 'umo', 'Solvers', 'PicoSAT-pycosat', 'AutomatedReasoning', 'DecisionModel', 'six', 'wheel', 'AllProducts', 'AAFMFramework', 'ValidProduct', 'pycosat', 'lark-parser', 'pylgl', 'Glucose-python-sat', 'PicoSAT', 'Lingeling-pylgl', 'Utils', 'Lingeling-satispy', 'Linux', 'Lingeling', 'Interoperability']
