Algorithm, Run, Steps, Iterations, Simulations, Evaluations, Positive Evaluations, Tree Size, Time (s), Memory (MB)
Random strategy., 1, 28, None, 0, 0, 0, 0, 0.0119, 0.11212899999999999
Random strategy., 2, 38, None, 0, 0, 0, 0, 0.01, 0.252477
Random strategy., 3, 37, None, 0, 0, 0, 0, 0.0101, 0.37488699999999997
Random strategy., 4, 35, None, 0, 0, 0, 0, 0.0095, 0.501099
Random strategy., 5, 35, None, 0, 0, 0, 0, 0.0098, 0.617555
Random strategy., 6, 33, None, 0, 0, 0, 0, 0.0098, 0.7373949999999999
Random strategy., 7, 34, None, 0, 0, 0, 0, 0.0086, 0.8501949999999999
Random strategy., 8, 34, None, 0, 0, 0, 0, 0.0086, 0.9613879999999999
Random strategy., 9, 27, None, 0, 0, 0, 0, 0.0083, 1.057944
Random strategy., 10, 35, None, 0, 0, 0, 0, 0.0099, 1.185316
Random strategy., 11, 38, None, 0, 0, 0, 0, 0.0095, 1.311408
Random strategy., 12, 34, None, 0, 0, 0, 0, 0.0084, 1.4199439999999999
Random strategy., 13, 38, None, 0, 0, 0, 0, 0.0113, 1.564128
Random strategy., 14, 36, None, 0, 0, 0, 0, 0.0114, 1.7068679999999998
Random strategy., 15, 37, None, 0, 0, 0, 0, 0.0098, 1.8356199999999998
Random strategy., 16, 38, None, 0, 0, 0, 0, 0.0106, 1.970003
Random strategy., 17, 38, None, 0, 0, 0, 0, 0.0104, 2.1103069999999997
Random strategy., 18, 20, None, 0, 0, 0, 0, 0.005, 2.175651
Random strategy., 19, 28, None, 0, 0, 0, 0, 0.0084, 2.28036
Random strategy., 20, 29, None, 0, 0, 0, 0, 0.0082, 2.382252
Random strategy., 21, 36, None, 0, 0, 0, 0, 0.0102, 2.512552
Random strategy., 22, 35, None, 0, 0, 0, 0, 0.0103, 2.64472
Random strategy., 23, 29, None, 0, 0, 0, 0, 0.0081, 2.742588
Random strategy., 24, 37, None, 0, 0, 0, 0, 0.0095, 2.870252
Random strategy., 25, 29, None, 0, 0, 0, 0, 0.007, 2.9597759999999997
Random strategy., 26, 30, None, 0, 0, 0, 0, 0.0067, 3.0484039999999997
Random strategy., 27, 37, None, 0, 0, 0, 0, 0.0098, 3.171532
Random strategy., 28, 33, None, 0, 0, 0, 0, 0.0086, 3.2864679999999997
Random strategy., 29, 38, None, 0, 0, 0, 0, 0.0098, 3.4174119999999997
Random strategy., 30, 36, None, 0, 0, 0, 0, 0.0092, 3.536912
