Step, Decisions, Simulations, Evaluations, Positive Evaluations, Tree Size, Time (s), Choice
0, 1, 40, 30, 15, 41, 0.22640395164489746, JHipster
1, 11, 40, 23, 12, 82, 0.2410433292388916, SocialLogin
2, 10, 40, 17, 7, 123, 0.22661280632019043, ClusteredSession
3, 9, 40, 13, 9, 164, 0.21104216575622559, Authentication
4, 10, 40, 15, 6, 205, 0.19197964668273926, SpringWebSockets
5, 9, 40, 12, 5, 246, 0.17901945114135742, TestingFrameworks
6, 11, 40, 10, 4, 287, 0.17198681831359863, Cucumber
7, 10, 40, 11, 6, 328, 0.1519923210144043, Protractor
8, 9, 40, 10, 2, 369, 0.14536786079406738, Docker
9, 8, 40, 10, 2, 410, 0.12773489952087402, InternationalizationSupport
10, 7, 40, 4, 0, 451, 0.10882139205932617, Database
11, 8, 40, 1, 1, 492, 0.04725503921508789, MongoDB
12, 6, 40, 0, 0, 533, 0.03992033004760742, Gatling
13, 5, 40, 0, 0, 574, 0.02892279624938965, HTTPSession
14, 3, 40, 0, 0, 579, 0.019008636474609375, Generator
15, 3, 40, 0, 0, 579, 0.015988588333129883, Application
16, 3, 40, 0, 0, 579, 0.012969493865966797, Monolithic
17, 2, 40, 0, 0, 579, 0.009035348892211914, BackEnd
18, 3, 40, 0, 0, 579, 0.007036924362182617, Gradle
