Step, Decisions, Simulations, Evaluations, Positive Evaluations, Tree Size, Time (s), Choice
0, 1, 500, 96, 59, 285, 1.1760244369506836, JHipster
1, 11, 500, 96, 59, 285, 0.34601426124572754, SpringWebSockets
2, 10, 500, 96, 59, 285, 0.32503175735473633, Database
3, 12, 500, 96, 59, 285, 0.32714295387268066, Cassandra
4, 8, 500, 96, 59, 285, 0.28299379348754883, Docker
5, 7, 500, 96, 59, 285, 0.2629690170288086, Generator
6, 7, 500, 96, 59, 285, 0.24091577529907227, Application
7, 8, 500, 96, 59, 285, 0.24011611938476562, MicroserviceGateway
8, 6, 500, 96, 59, 285, 0.1990954875946045, Authentication
9, 7, 500, 96, 59, 285, 0.17836618423461914, BackEnd
10, 8, 500, 96, 59, 285, 0.15857577323913574, Gradle
11, 6, 500, 96, 59, 285, 0.14213871955871582, TestingFrameworks
12, 8, 500, 96, 59, 285, 0.1226053237915039, Gatling
13, 7, 500, 96, 59, 285, 0.1050424575805664, Cucumber
14, 6, 500, 96, 59, 285, 0.08797311782836914, Protractor
15, 5, 500, 96, 59, 285, 0.0700068473815918, Libsass
16, 4, 500, 96, 59, 285, 0.0530543327331543, ClusteredSession
17, 3, 500, 96, 59, 285, 0.03493690490722656, InternationalizationSupport
18, 2, 500, 96, 59, 285, 0.01901078224182129, Uaa
