Run, Algorithm, StoppingCondition, Exploration Weight, ExecutionTime, Features, Valid Config, Reward, Nodes, Simulations, Configuration
28, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.8687100410461426, 6, True, 47, 246, 240, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
29, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5555148124694824, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
0, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.8938322067260742, 5, True, 48, 255, 250, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
1, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.4262759685516357, 9, True, 44, 459, 450, "['setuptools', 'DepMng', 'System', 'pip', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
2, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.0537431240081787, 6, True, 47, 306, 300, "['SPLOT', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability', 'Linux']"
3, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.991370677947998, 12, True, 41, 612, 600, "['wheel', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'pip', 'SimpleParse', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
4, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6588070392608643, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
5, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6293199062347412, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
6, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6692392826080322, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
7, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6792144775390625, 4, True, 49, 204, 200, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
8, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.2632169723510742, 9, True, 44, 459, 450, "['setuptools', 'DepMng', 'System', 'pip', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
9, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6692273616790771, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
10, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 2.673039674758911, 15, True, 38, 765, 750, "['lark-parser', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'pylgl', 'SimpleParse', 'antlr4-python3-runtime', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers']"
11, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6482958793640137, 4, True, 49, 204, 200, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
12, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.0412466526031494, 6, True, 47, 306, 300, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
13, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6443297863006592, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
14, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.024334192276001, 6, True, 47, 306, 300, "['SPLOT', 'System', 'Linux', 'AAFMFramework', 'Metamodels', 'Interoperability']"
15, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6803090572357178, 4, True, 49, 204, 200, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
16, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6463696956634521, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
17, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6612656116485596, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
18, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.028261423110962, 6, True, 47, 306, 300, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
19, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6907737255096436, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
20, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.021867275238037, 6, True, 47, 306, 300, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
21, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6443657875061035, 4, True, 49, 204, 200, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
22, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.2337417602539062, 7, True, 46, 357, 350, "['SPLOT', 'DecisionModel', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability', 'Linux']"
23, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6812090873718262, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
24, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.78684663772583, 11, True, 42, 561, 550, "['setuptools', 'DepMng', 'System', 'six', 'pip', 'Utils', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
25, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.6163215637207031, 11, True, 42, 561, 550, "['setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'SimpleParse', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages']"
26, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.7002201080322266, 4, True, 49, 204, 200, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
27, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.6831974983215332, 4, True, 49, 204, 200, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
28, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 0.8658952713012695, 5, True, 48, 255, 250, "['FeatureModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
29, "UCT MCTS (sc:iters=50, ew=0.5)", 50, 0.5, 1.7703263759613037, 11, True, 42, 561, 550, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'six', 'pip', 'Utils', 'AAFMFramework', 'Metamodels', 'Packages']"
0, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.7549819946289062, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
1, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 4.081767559051514, 20, True, 33, 1220, 1200, "['DecisionModel', 'pyglucose', 'FeatureIDE', 'setuptools', 'System', 'pycosat', 'Linux', 'umo', 'pybind11', 'DepMng', 'six', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'AAFMFramework', 'pkg-resources']"
2, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.2437384128570557, 6, True, 47, 366, 360, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
3, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 3.4351537227630615, 16, True, 37, 976, 960, "['lark-parser', 'pybind11', 'setuptools', 'DepMng', 'FeatureModel', 'ParserTechnology', 'satyrn', 'System', 'Win', 'pip', 'Utils', 'SimpleParse', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers']"
4, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8362693786621094, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
5, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.9644110202789307, 5, True, 48, 305, 300, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
6, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8189444541931152, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
7, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.6217598915100098, 10, True, 43, 610, 600, "['setuptools', 'Win', 'System', 'ParserTechnology', 'DepMng', 'pip', 'SimpleParse', 'AAFMFramework', 'Metamodels', 'Packages']"
8, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8078405857086182, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
9, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8198375701904297, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
10, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 2.4555819034576416, 13, True, 40, 793, 780, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'pycosat', 'pip', 'Utils', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers']"
11, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.7918851375579834, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
12, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8088564872741699, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
13, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8148226737976074, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
14, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.6975798606872559, 8, True, 45, 488, 480, "['SPLOT', 'Win', 'FeatureModel', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
15, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8450517654418945, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
16, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8776824474334717, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
17, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8367950916290283, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
18, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8204660415649414, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
19, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.033881664276123, 5, True, 48, 305, 300, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
20, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8308365345001221, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
21, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.9704360961914062, 5, True, 48, 305, 300, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
22, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.0352582931518555, 5, True, 48, 305, 300, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
23, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.265200138092041, 6, True, 47, 366, 360, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
24, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8058750629425049, 4, True, 49, 244, 240, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
25, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 0.8059546947479248, 4, True, 49, 244, 240, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
26, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.9066524505615234, 10, True, 43, 610, 600, "['setuptools', 'DepMng', 'System', 'six', 'Win', 'pip', 'Utils', 'AAFMFramework', 'Metamodels', 'Packages']"
27, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 4.421367645263672, 22, True, 31, 1342, 1320, "['wheel', 'ParserTechnology', 'FeatureIDE', 'setuptools', 'SPLOT', 'System', 'SimpleParse', 'antlr4-python3-runtime', 'Linux', 'umo', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pyPicosat', 'AAFMFramework', 'pkg-resources']"
28, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 4.504199981689453, 23, True, 30, 1403, 1380, "['wheel', 'Win', 'setuptools', 'SPLOT', 'System', 'pycosat', 'python-sat', 'Solvers', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'six', 'FeatureModel', 'pip', 'PicoSAT', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'AAFMFramework']"
29, "UCT MCTS (sc:iters=60, ew=0.5)", 60, 0.5, 1.0178425312042236, 5, True, 48, 305, 300, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
0, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9744205474853516, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
1, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9689452648162842, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
2, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 3.4022388458251953, 14, True, 39, 994, 980, "['pybind11', 'setuptools', 'DepMng', 'System', 'pip', 'pyglucose', 'Utils', 'AAFMFramework', 'satispy', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers', 'Linux']"
3, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 2.990098476409912, 13, True, 40, 923, 910, "['wheel', 'setuptools', 'DepMng', 'System', 'Win', 'ParserTechnology', 'pycryptosat', 'pip', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers']"
4, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.0043535232543945, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
5, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9325382709503174, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
6, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.2811424732208252, 6, True, 47, 426, 420, "['DecisionModel', 'Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
7, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 5.705336570739746, 25, True, 28, 1775, 1750, "['wheel', 'MiniSAT', 'Win', 'FeatureIDE', 'pipdeptree', 'setuptools', 'SPLOT', 'System', 'python-sat', 'Solvers', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'six', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'satyrn', 'pylgl', 'AAFMFramework']"
8, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9455645084381104, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
9, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9395136833190918, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
10, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.5405051708221436, 6, True, 47, 426, 420, "['System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability', 'Linux']"
11, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9948503971099854, 5, True, 48, 355, 350, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
12, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.4970355033874512, 6, True, 47, 426, 420, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
13, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9725284576416016, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
14, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.933093786239624, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
15, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.34694242477417, 6, True, 47, 426, 420, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
16, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.1545391082763672, 5, True, 48, 355, 350, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
17, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.223790168762207, 5, True, 48, 355, 350, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
18, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 5.333786964416504, 23, True, 30, 1633, 1610, "['lark-parser', 'wheel', 'DecisionModel', 'ParserTechnology', 'pipdeptree', 'pyglucose', 'setuptools', 'System', 'python-sat', 'Linux', 'umo', 'pybind11', 'DepMng', 'six', 'pip', 'Utils', 'Metamodels', 'Packages', 'APISolvers', 'pyPicosat', 'pylgl', 'AAFMFramework', 'pkg-resources']"
19, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9359116554260254, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
20, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9794998168945312, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
21, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9690115451812744, 4, True, 49, 284, 280, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
22, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.9198980331420898, 9, True, 44, 639, 630, "['setuptools', 'DepMng', 'System', 'Win', 'pip', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages']"
23, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9555673599243164, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
24, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 3.5017693042755127, 15, True, 38, 1065, 1050, "['lark-parser', 'pybind11', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pycosat', 'pip', 'Utils', 'AAFMFramework', 'satispy', 'Metamodels', 'Packages', 'APISolvers']"
25, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.8462436199188232, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
26, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.0132927894592285, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
27, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 1.2009544372558594, 6, True, 47, 426, 420, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
28, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 2.9172098636627197, 13, True, 40, 923, 910, "['pybind11', 'setuptools', 'DepMng', 'six', 'ParserTechnology', 'System', 'Win', 'pip', 'Utils', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages']"
29, "UCT MCTS (sc:iters=70, ew=0.5)", 70, 0.5, 0.9780919551849365, 4, True, 49, 284, 280, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
0, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1220238208770752, 4, True, 49, 324, 320, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
1, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 3.0080199241638184, 13, True, 40, 1053, 1040, "['lark-parser', 'setuptools', 'Win', 'System', 'ParserTechnology', 'DepMng', 'six', 'pip', 'Utils', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages']"
2, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.102184772491455, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
3, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 3.392608642578125, 14, True, 39, 1134, 1120, "['pybind11', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'six', 'Win', 'pip', 'Utils', 'antlr4-python3-runtime', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages']"
4, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 0.9475667476654053, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
5, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 7.8514790534973145, 29, True, 24, 2349, 2320, "['DecisionModel', 'ParserTechnology', 'pycryptosat', 'FeatureIDE', 'setuptools', 'System', 'pycosat', 'SimpleParse', 'antlr4-python3-runtime', 'Solvers', 'Linux', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'Lingeling', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pyPicosat', 'satyrn', 'pylgl', 'AAFMFramework', 'pkg-resources']"
6, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.0143170356750488, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
7, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.245699167251587, 5, True, 48, 405, 400, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
8, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.0682082176208496, 4, True, 49, 324, 320, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
9, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.5085170269012451, 5, True, 48, 405, 400, "['DecisionModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
10, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1280517578125, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
11, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.6756129264831543, 6, True, 47, 486, 480, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
12, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 3.40299391746521, 14, True, 39, 1134, 1120, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'six', 'pycosat', 'pip', 'Utils', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers']"
13, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.6369709968566895, 6, True, 47, 486, 480, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
14, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.733915090560913, 6, True, 47, 486, 480, "['System', 'FeatureIDE', 'Linux', 'AAFMFramework', 'Metamodels', 'Interoperability']"
15, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.0552020072937012, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
16, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 2.2909626960754395, 9, True, 44, 729, 720, "['setuptools', 'DepMng', 'FeatureModel', 'System', 'Win', 'pip', 'AAFMFramework', 'Metamodels', 'Packages']"
17, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1379594802856445, 4, True, 49, 324, 320, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
18, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.105238437652588, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
19, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.776672601699829, 6, True, 47, 486, 480, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
20, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 2.658569574356079, 11, True, 42, 891, 880, "['wheel', 'setuptools', 'DepMng', 'System', 'Win', 'pip', 'pycosat', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers']"
21, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.7214195728302002, 6, True, 47, 486, 480, "['SPLOT', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability', 'Linux']"
22, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 2.639105796813965, 10, True, 43, 810, 800, "['setuptools', 'DepMng', 'System', 'Win', 'pip', 'pylgl', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers']"
23, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1011168956756592, 4, True, 49, 324, 320, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
24, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.652625560760498, 6, True, 47, 486, 480, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
25, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.6337168216705322, 6, True, 47, 486, 480, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
26, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1061487197875977, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
27, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1560392379760742, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
28, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.1848936080932617, 4, True, 49, 324, 320, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
29, "UCT MCTS (sc:iters=80, ew=0.5)", 80, 0.5, 1.0448322296142578, 4, True, 49, 324, 320, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
0, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2506580352783203, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
1, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 3.5012295246124268, 12, True, 41, 1092, 1080, "['setuptools', 'SPLOT', 'DecisionModel', 'DepMng', 'System', 'Win', 'pip', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Packages', 'Interoperability']"
2, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.3049988746643066, 4, True, 49, 364, 360, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
3, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.6964943408966064, 6, True, 47, 546, 540, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
4, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2846298217773438, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
