Run, Algorithm, StoppingCondition, Exploration Weight, ExecutionTime, Features, Valid Config, Reward, Nodes, Simulations, Configuration
12, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.1296532154083252, 4, True, 49, 44, 40, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
13, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.12876391410827637, 4, True, 49, 44, 40, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
14, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.8437740802764893, 23, True, 30, 253, 230, "['wheel', 'ParserTechnology', 'FeatureIDE', 'UVL', 'setuptools', 'System', 'pycosat', 'antlr4-python3-runtime', 'Linux', 'pybind11', 'DepMng', 'six', 'FeatureModel', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pylgl', 'AAFMFramework', 'pkg-resources']"
15, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.13562250137329102, 4, True, 49, 44, 40, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
16, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 1.3384451866149902, 45, True, 8, 495, 450, "['lark-parser', 'wheel', 'MiniSAT', 'DecisionModel', 'ParserTechnology', 'pycryptosat', 'ErrorDiagnosis', 'FeatureIDE', 'pyglucose', 'pydepqbf', 'UVL', 'SPLOT', 'setuptools', 'System', 'pycosat', 'SimpleParse', 'Glucose', 'antlr4-python3-runtime', 'python-sat', 'Solvers', 'Operations', 'Linux', 'umo', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'six', 'ValidProduct', 'pip', 'PicoSAT', 'Utils', 'Lingeling', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pyPicosat', 'satyrn', 'ErrorDetection', 'ebnf', 'AAFMFramework', 'pkg-resources']"
17, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 1.2746236324310303, 45, True, 8, 495, 450, "['lark-parser', 'wheel', 'DecisionModel', 'MiniSAT', 'ParserTechnology', 'pycryptosat', 'CoreFeatures', 'pyglucose', 'pydepqbf', 'pipdeptree', 'FeatureIDE', 'UVL', 'SPLOT', 'setuptools', 'System', 'pycosat', 'SimpleParse', 'python-sat', 'Glucose', 'antlr4-python3-runtime', 'Solvers', 'Operations', 'Linux', 'umo', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'six', 'pip', 'PicoSAT', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'DeadFeatures', 'pyPicosat', 'satyrn', 'ErrorDetection', 'pylgl', 'AAFMFramework', 'pkg-resources']"
18, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 1.3076295852661133, 38, True, 15, 418, 380, "['lark-parser', 'DecisionModel', 'MiniSAT', 'ParserTechnology', 'ValidModel', 'setuptools', 'SPLOT', 'UVL', 'System', 'pycosat', 'SimpleParse', 'Glucose', 'antlr4-python3-runtime', 'python-sat', 'Solvers', 'Operations', 'Linux', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'AllProducts', 'six', 'PicoSAT', 'pip', 'Utils', 'Lingeling', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'satyrn', 'pylgl', 'ebnf', 'AAFMFramework', 'pkg-resources']"
19, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.6902053356170654, 19, True, 34, 209, 190, "['pycryptosat', 'FeatureIDE', 'setuptools', 'System', 'pycosat', 'python-sat', 'Linux', 'pybind11', 'DepMng', 'six', 'pip', 'Utils', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pylgl', 'AAFMFramework', 'pkg-resources']"
20, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.1386580467224121, 4, True, 49, 44, 40, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
21, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.1317284107208252, 4, True, 49, 44, 40, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
22, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.15161728858947754, 4, True, 49, 44, 40, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
23, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.14064669609069824, 4, True, 49, 44, 40, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
24, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.1755838394165039, 5, True, 48, 55, 50, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
25, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.17556524276733398, 5, True, 48, 55, 50, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
26, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 1.1177220344543457, 38, True, 15, 418, 380, "['lark-parser', 'DecisionModel', 'Win', 'MiniSAT', 'ParserTechnology', 'ValidConfiguration', 'pycryptosat', 'ErrorDiagnosis', 'pyglucose', 'pydepqbf', 'ValidModel', 'setuptools', 'SPLOT', 'System', 'pycosat', 'SimpleParse', 'antlr4-python3-runtime', 'python-sat', 'Solvers', 'Operations', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'six', 'FeatureModel', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'satyrn', 'ErrorDetection', 'pylgl', 'ebnf', 'AAFMFramework']"
27, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.14264774322509766, 4, True, 49, 44, 40, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
28, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.14563822746276855, 4, True, 49, 44, 40, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
29, "UCT MCTS (sc:iters=10, ew=0.5)", 10, 0.5, 0.13965320587158203, 4, True, 49, 44, 40, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
0, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.6034102439880371, 9, True, 44, 189, 180, "['setuptools', 'DepMng', 'System', 'pip', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
1, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.26477551460266113, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
2, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.35704565048217773, 5, True, 48, 105, 100, "['DecisionModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
3, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2464897632598877, 4, True, 49, 84, 80, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
4, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2523500919342041, 4, True, 49, 84, 80, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
5, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2702775001525879, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
6, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2483658790588379, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
7, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.23836994171142578, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
8, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 1.0891175270080566, 18, True, 35, 378, 360, "['lark-parser', 'wheel', 'setuptools', 'DepMng', 'six', 'ParserTechnology', 'System', 'Win', 'pip', 'pydepqbf', 'Utils', 'SimpleParse', 'antlr4-python3-runtime', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers']"
9, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2553255558013916, 4, True, 49, 84, 80, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
10, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.47074222564697266, 7, True, 46, 147, 140, "['SPLOT', 'Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
11, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.26232409477233887, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
12, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2603182792663574, 4, True, 49, 84, 80, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
13, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.34710025787353516, 5, True, 48, 105, 100, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
14, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.35009312629699707, 5, True, 48, 105, 100, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
15, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 1.6276512145996094, 24, True, 29, 504, 480, "['lark-parser', 'DecisionModel', 'ParserTechnology', 'pycryptosat', 'pydepqbf', 'pyglucose', 'setuptools', 'System', 'pycosat', 'SimpleParse', 'Linux', 'pybind11', 'DepMng', 'six', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'pyPicosat', 'satyrn', 'AAFMFramework', 'pkg-resources']"
16, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.39295005798339844, 6, True, 47, 126, 120, "['SPLOT', 'System', 'Linux', 'AAFMFramework', 'Metamodels', 'Interoperability']"
17, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.7939069271087646, 12, True, 41, 252, 240, "['pybind11', 'setuptools', 'DecisionModel', 'DepMng', 'System', 'pip', 'Utils', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
18, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.23240375518798828, 4, True, 49, 84, 80, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
19, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.37502551078796387, 6, True, 47, 126, 120, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
20, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 2.6949450969696045, 40, True, 13, 840, 800, "['lark-parser', 'DecisionModel', 'MiniSAT', 'ParserTechnology', 'ValidConfiguration', 'pycryptosat', 'ErrorDiagnosis', 'pyglucose', 'ValidModel', 'UVL', 'SPLOT', 'setuptools', 'System', 'pycosat', 'SimpleParse', 'antlr4-python3-runtime', 'Solvers', 'Operations', 'Linux', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'ValidProduct', 'FeatureModel', 'DepMng', 'six', 'PicoSAT', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pyPicosat', 'satyrn', 'ErrorDetection', 'pylgl', 'AAFMFramework', 'pkg-resources']"
21, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 1.0541832447052002, 15, True, 38, 315, 300, "['UVL', 'setuptools', 'DecisionModel', 'DepMng', 'System', 'ParserTechnology', 'pip', 'FeatureIDE', 'Linux', 'SimpleParse', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Interoperability']"
22, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2622983455657959, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
23, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2623269557952881, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
24, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.6413133144378662, 11, True, 42, 231, 220, "['wheel', 'pybind11', 'setuptools', 'Win', 'System', 'DepMng', 'pip', 'Utils', 'AAFMFramework', 'Metamodels', 'Packages']"
25, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.3510899543762207, 5, True, 48, 105, 100, "['DecisionModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
26, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 1.7693605422973633, 26, True, 27, 546, 520, "['DecisionModel', 'Win', 'ParserTechnology', 'pyglucose', 'pydepqbf', 'setuptools', 'SPLOT', 'System', 'pycosat', 'SimpleParse', 'Solvers', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'PicoSAT', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pylgl', 'AAFMFramework']"
27, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.24845242500305176, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
28, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 0.2773153781890869, 4, True, 49, 84, 80, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
29, "UCT MCTS (sc:iters=20, ew=0.5)", 20, 0.5, 1.7503528594970703, 27, True, 26, 567, 540, "['wheel', 'Win', 'ParserTechnology', 'pydepqbf', 'UVL', 'SPLOT', 'setuptools', 'System', 'pycosat', 'SimpleParse', 'python-sat', 'antlr4-python3-runtime', 'pybind11', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'satyrn', 'pylgl', 'AAFMFramework', 'pkg-resources']"
0, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.3809542655944824, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
1, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.3610515594482422, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
2, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.37304162979125977, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
3, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.40195655822753906, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
4, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.44484591484069824, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
5, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.37665224075317383, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
6, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.7880964279174805, 18, True, 35, 558, 540, "['lark-parser', 'wheel', 'setuptools', 'SPLOT', 'DepMng', 'System', 'ParserTechnology', 'six', 'pycryptosat', 'Win', 'pip', 'pipdeptree', 'Utils', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability']"
7, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.37402820587158203, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
8, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.1046369075775146, 11, True, 42, 341, 330, "['wheel', 'pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'pip', 'Utils', 'AAFMFramework', 'Metamodels', 'Packages']"
9, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.37400102615356445, 4, True, 49, 124, 120, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
10, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.6004133224487305, 6, True, 47, 186, 180, "['DecisionModel', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
11, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.737368106842041, 17, True, 36, 527, 510, "['wheel', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'pip', 'pydepqbf', 'pycosat', 'Linux', 'FeatureIDE', 'antlr4-python3-runtime', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability']"
12, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.3821067810058594, 4, True, 49, 124, 120, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
13, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.6422989368438721, 6, True, 47, 186, 180, "['DecisionModel', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
14, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.38300418853759766, 4, True, 49, 124, 120, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
15, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.4212322235107422, 15, True, 38, 465, 450, "['lark-parser', 'wheel', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'six', 'pip', 'Utils', 'antlr4-python3-runtime', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages']"
16, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.5036773681640625, 5, True, 48, 155, 150, "['DecisionModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
17, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.5954270362854004, 6, True, 47, 186, 180, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
18, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.39995837211608887, 4, True, 49, 124, 120, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
19, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.40459156036376953, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
20, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.4069397449493408, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
21, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.0647752285003662, 10, True, 43, 310, 300, "['setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'SimpleParse', 'AAFMFramework', 'Metamodels', 'Packages']"
22, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.3630647659301758, 4, True, 49, 124, 120, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
23, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.925886631011963, 20, True, 33, 620, 600, "['wheel', 'DecisionModel', 'ParserTechnology', 'FeatureIDE', 'UVL', 'setuptools', 'System', 'SimpleParse', 'antlr4-python3-runtime', 'Linux', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'Metamodels', 'Packages', 'Interoperability', 'AAFMFramework', 'pkg-resources']"
24, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 2.283959150314331, 23, True, 30, 713, 690, "['lark-parser', 'wheel', 'DecisionModel', 'ParserTechnology', 'pycryptosat', 'pyglucose', 'setuptools', 'System', 'python-sat', 'Linux', 'umo', 'pybind11', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'Metamodels', 'Packages', 'APISolvers', 'satyrn', 'AAFMFramework', 'pkg-resources']"
25, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.3749973773956299, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
26, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.414905309677124, 4, True, 49, 124, 120, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
27, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 1.2986557483673096, 13, True, 40, 403, 390, "['wheel', 'pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'pip', 'Utils', 'AAFMFramework', 'satispy', 'Metamodels', 'Packages', 'APISolvers']"
28, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.6233654022216797, 6, True, 47, 186, 180, "['System', 'FeatureIDE', 'Linux', 'AAFMFramework', 'Metamodels', 'Interoperability']"
29, "UCT MCTS (sc:iters=30, ew=0.5)", 30, 0.5, 0.45681166648864746, 4, True, 49, 124, 120, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
0, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5252435207366943, 4, True, 49, 164, 160, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
1, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.8917570114135742, 6, True, 47, 246, 240, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
2, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5216341018676758, 4, True, 49, 164, 160, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
3, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 1.6895124912261963, 13, True, 40, 533, 520, "['pybind11', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'pip', 'Utils', 'antlr4-python3-runtime', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
4, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5296421051025391, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
5, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5161943435668945, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
6, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5096654891967773, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
7, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5146515369415283, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
8, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5266566276550293, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
9, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.8347971439361572, 6, True, 47, 246, 240, "['System', 'FeatureIDE', 'Linux', 'AAFMFramework', 'Metamodels', 'Interoperability']"
10, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 3.225470542907715, 24, True, 29, 984, 960, "['lark-parser', 'DecisionModel', 'Win', 'ParserTechnology', 'setuptools', 'SPLOT', 'System', 'pycosat', 'python-sat', 'Glucose', 'Solvers', 'AutomatedReasoning', 'CNFModel', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'AAFMFramework', 'pkg-resources']"
11, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 1.445270299911499, 12, True, 41, 492, 480, "['setuptools', 'Win', 'System', 'ParserTechnology', 'six', 'DepMng', 'pip', 'Utils', 'SimpleParse', 'AAFMFramework', 'Metamodels', 'Packages']"
12, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5375936031341553, 4, True, 49, 164, 160, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
13, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5346043109893799, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
14, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 4.485859632492065, 32, True, 21, 1312, 1280, "['wheel', 'Win', 'ValidConfiguration', 'ParserTechnology', 'CoreFeatures', 'pydepqbf', 'FeatureIDE', 'ValidModel', 'setuptools', 'System', 'pycosat', 'python-sat', 'antlr4-python3-runtime', 'Solvers', 'Operations', 'AutomatedReasoning', 'pybind11', 'ValidProduct', 'DepMng', 'AllProducts', 'CNFModel', 'six', 'pip', 'Utils', 'Lingeling', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'pylgl', 'AAFMFramework', 'pkg-resources']"
15, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5086674690246582, 4, True, 49, 164, 160, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
16, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5425748825073242, 4, True, 49, 164, 160, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
17, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5286142826080322, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
18, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.742060661315918, 6, True, 47, 246, 240, "['DecisionModel', 'Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
19, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 1.6915593147277832, 13, True, 40, 533, 520, "['lark-parser', 'pybind11', 'setuptools', 'DepMng', 'FeatureModel', 'ParserTechnology', 'System', 'Win', 'pip', 'Utils', 'AAFMFramework', 'Metamodels', 'Packages']"
20, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.7201042175292969, 5, True, 48, 205, 200, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
21, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.547539234161377, 4, True, 49, 164, 160, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
22, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.7879223823547363, 6, True, 47, 246, 240, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
23, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 1.8624532222747803, 14, True, 39, 574, 560, "['lark-parser', 'wheel', 'pybind11', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'Utils', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages']"
24, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 4.06537652015686, 32, True, 21, 1312, 1280, "['lark-parser', 'DecisionModel', 'ParserTechnology', 'pycryptosat', 'pyglucose', 'pydepqbf', 'UVL', 'SPLOT', 'setuptools', 'System', 'SimpleParse', 'antlr4-python3-runtime', 'Glucose', 'Solvers', 'Linux', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'six', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability', 'satyrn', 'ebnf', 'AAFMFramework', 'pkg-resources']"
25, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.6821770668029785, 5, True, 48, 205, 200, "['FeatureModel', 'System', 'AAFMFramework', 'Metamodels', 'Linux']"
26, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 0.5490796566009521, 4, True, 49, 164, 160, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
27, "UCT MCTS (sc:iters=40, ew=0.5)", 40, 0.5, 2.254398822784424, 16, True, 37, 656, 640, "['pybind11', 'setuptools', 'DepMng', 'System', 'pyPicosat', 'six', 'pip', 'pyglucose', 'Utils', 'pylgl', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers', 'Linux']"
