Method, Iterations, Decisions, Simulations, Evaluations, PositiveEvaluations, Percentage, TreeSize, Time
"flat Monte Carlo (iters=1)", 1, 49, 1, 96, 95, 0.9895833333333334, 0, 0.41611385345458984
"flat Monte Carlo (iters=250)", 250, 42, 250, 5518, 4730, 0.857194635737586, 0, 52.82856297492981
"flat Monte Carlo (iters=500)", 500, 51, 500, 10501, 9840, 0.9370536139415294, 0, 113.15062427520752
"flat Monte Carlo (iters=750)", 750, 43, 750, 22327, 21949, 0.9830698257714874, 0, 131.69476866722107
"flat Monte Carlo (iters=1000)", 1000, 47, 1000, 12779, 11074, 0.8665779794976133, 0, 232.65418648719788
