Method, Iterations, Decisions, Simulations, Evaluations, PositiveEvaluations, Percentage, TreeSize, Time
"Greedy MCTS (iters=1)", 1, 52, 1, 97, 91, 0.9381443298969072, 103, 0.521552324295044
"Greedy MCTS (iters=250)", 250, 51, 250, 2008, 1898, 0.9452191235059761, 2518, 82.33494544029236
"Greedy MCTS (iters=500)", 500, 51, 500, 1797, 1763, 0.9810795770728993, 2156, 147.20240664482117
"Greedy MCTS (iters=750)", 750, 51, 750, 2490, 2218, 0.8907630522088353, 4821, 468.90043687820435
"Greedy MCTS (iters=1000)", 1000, 51, 1000, 1795, 1741, 0.96991643454039, 2052, 291.39534759521484
