Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
MiniSAT, 44, 99, 2.25, 0.56, YELLOW
Packages, 112, 260, 2.32, 1.0, RED
PicoSAT, 19, 41, 2.16, 0.0, BLUE
