Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
AllProducts, 1, 2, 2.0, 1.0, RED
CoreFeatures, 1, 2, 2.0, 1.0, RED
DeadFeatures, 1, 2, 2.0, 1.0, RED
DepMng, 1, 2, 2.0, 1.0, RED
ErrorDetection, 1, 2, 2.0, 1.0, RED
ErrorDiagnosis, 1, 2, 2.0, 1.0, RED
Glucose, 1, 2, 2.0, 1.0, RED
Lingeling, 1, 2, 2.0, 1.0, RED
Linux, 1, 2, 2.0, 1.0, RED
Metamodels, 43, 85, 1.98, 0.93, RED
MiniSAT, 1, 2, 2.0, 1.0, RED
PicoSAT, 1, 2, 2.0, 1.0, RED
SPLOT, 74, 147, 1.99, 0.96, RED
SimpleParse, 1, 2, 2.0, 1.0, RED
Utils, 1, 2, 2.0, 1.0, RED
ValidConfiguration, 3, 6, 2.0, 1.0, RED
ValidModel, 3, 5, 1.67, 0.0, BLUE
ValidProduct, 1, 2, 2.0, 1.0, RED
ebnf, 1, 2, 2.0, 1.0, RED
satispy, 14, 27, 1.93, 0.79, ORANGE
